Particella,Compresa,Area saggio,Genere,D(cm),h(m),Metodo,Campionamento ADS,Fustaia,C-A
6,Serra,50,Douglas,52,40,3p,Totale,TRUE,Serra-50
6,Serra,50,Douglas,51,42,3p,Totale,TRUE,Serra-50
6,Serra,50,Douglas,59,43,3p,Totale,TRUE,Serra-50
6,Serra,50,Douglas,67,41,3p,Totale,TRUE,Serra-50
6,Serra,50,Douglas,41,34,3p,Totale,TRUE,Serra-50
6,Serra,50,Abete,52,35,3p,Totale,TRUE,Serra-50
6,Serra,50,Douglas,73,45,3p,Totale,TRUE,Serra-50
6,Serra,50,Douglas,54,41,3p,Totale,TRUE,Serra-50
6,Serra,50,Douglas,70,36,3p,Totale,TRUE,Serra-50
6,Serra,50,Pino Nero,47,31,3p,Totale,TRUE,Serra-50
6,Serra,50,Pino Nero,43,35,3p,Totale,TRUE,Serra-50
6,Serra,50,Douglas,43,34,3p,Totale,TRUE,Serra-50
