Particella,Compresa,Area saggio,Genere,D(cm),h(m),Metodo,Campionamento ADS,Fustaia,C-A
28,Serra,1,Castagno,50,24,3p,Parziale,TRUE,Serra-1
28,Serra,1,Abete,84,30,3p,Parziale,TRUE,Serra-1
28,Serra,1,Castagno,66,29,3p,Parziale,TRUE,Serra-1
28,Serra,1,Abete,69,32,3p,Parziale,TRUE,Serra-1
28,Serra,1,Castagno,52,28,3p,Parziale,TRUE,Serra-1
28,Serra,1,Abete,31,27,3p,Parziale,TRUE,Serra-1
28,Serra,1,Abete,49,31,3p,Parziale,TRUE,Serra-1
28,Serra,1,Abete,58,31,3p,Parziale,TRUE,Serra-1
23,Serra,5,Abete,32,31,3p,Parziale,TRUE,Serra-5
23,Serra,5,Faggio,41,27,3p,Parziale,TRUE,Serra-5
23,Serra,5,Abete,59,32,3p,Parziale,TRUE,Serra-5
23,Serra,5,Abete,48,30,3p,Parziale,TRUE,Serra-5
23,Serra,5,Faggio,40,27,3p,Parziale,TRUE,Serra-5
23,Serra,5,Abete,44,32,3p,Parziale,TRUE,Serra-5
23,Serra,5,Abete,46,32,3p,Parziale,TRUE,Serra-5
23,Serra,5,Abete,28,26,3p,Parziale,TRUE,Serra-5
23,Serra,5,Abete,36,32,3p,Parziale,TRUE,Serra-5
14,Serra,7,Abete,53,30,3p,Parziale,TRUE,Serra-7
14,Serra,7,Abete,50,27,3p,Parziale,TRUE,Serra-7
14,Serra,7,Abete,56,32,3p,Parziale,TRUE,Serra-7
14,Serra,7,Abete,35,22,3p,Parziale,TRUE,Serra-7
14,Serra,7,Faggio,15,17,3p,Parziale,TRUE,Serra-7
14,Serra,7,Castagno,33,21,3p,Parziale,TRUE,Serra-7
14,Serra,7,Abete,71,32,3p,Parziale,TRUE,Serra-7
14,Serra,7,Abete,78,34,3p,Parziale,TRUE,Serra-7
14,Serra,8,Faggio,20,16,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,26,24,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,24,19,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,52,26,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,18,21,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,40,24,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,36,24,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,9,9,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,12,12,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,51,25,3p,Parziale,TRUE,Serra-8
14,Serra,8,Faggio,60,25,3p,Parziale,TRUE,Serra-8
7,Serra,10,Abete,23,24,3p,Parziale,TRUE,Serra-10
7,Serra,10,Abete,28,21,3p,Parziale,TRUE,Serra-10
7,Serra,10,Abete,26,22,3p,Parziale,TRUE,Serra-10
7,Serra,10,Abete,25,22,3p,Parziale,TRUE,Serra-10
7,Serra,10,Abete,28,20,3p,Parziale,TRUE,Serra-10
7,Serra,10,Abete,48,27,3p,Parziale,TRUE,Serra-10
7,Serra,10,Abete,58,28,3p,Parziale,TRUE,Serra-10
7,Serra,10,Abete,40,25,3p,Parziale,TRUE,Serra-10
7,Serra,10,Abete,49,28,3p,Parziale,TRUE,Serra-10
7,Serra,10,Faggio,24,20,3p,Parziale,TRUE,Serra-10
28,Serra,13,Abete,54,30,3p,Parziale,TRUE,Serra-13
28,Serra,13,Castagno,23,22,3p,Parziale,TRUE,Serra-13
28,Serra,13,Castagno,24,23,3p,Parziale,TRUE,Serra-13
28,Serra,13,Abete,23,25,3p,Parziale,TRUE,Serra-13
28,Serra,13,Abete,32,28,3p,Parziale,TRUE,Serra-13
28,Serra,13,Abete,78,36,3p,Parziale,TRUE,Serra-13
28,Serra,13,Abete,28,24,3p,Parziale,TRUE,Serra-13
28,Serra,13,Abete,54,31,3p,Parziale,TRUE,Serra-13
28,Serra,13,Abete,47,31,3p,Parziale,TRUE,Serra-13
28,Serra,13,Abete,71,33,3p,Parziale,TRUE,Serra-13
28,Serra,13,Pino Nero,64,35,3p,Parziale,TRUE,Serra-13
28,Serra,13,Pino Nero,40,34,3p,Parziale,TRUE,Serra-13
24,Serra,16,Abete,20,22,3p,Parziale,TRUE,Serra-16
24,Serra,16,Abete,37,23,3p,Parziale,TRUE,Serra-16
24,Serra,16,Castagno,39,23,3p,Parziale,TRUE,Serra-16
24,Serra,16,Abete,66,36,3p,Parziale,TRUE,Serra-16
24,Serra,16,Abete,57,29,3p,Parziale,TRUE,Serra-16
24,Serra,16,Faggio,39,26,3p,Parziale,TRUE,Serra-16
24,Serra,16,Abete,52,33,3p,Parziale,TRUE,Serra-16
24,Serra,16,Abete,82,36,3p,Parziale,TRUE,Serra-16
24,Serra,16,Abete,29,27,3p,Parziale,TRUE,Serra-16
24,Serra,16,Abete,70,36,3p,Parziale,TRUE,Serra-16
22,Serra,23,Abete,26,24,3p,Parziale,TRUE,Serra-23
22,Serra,23,Abete,38,24,3p,Parziale,TRUE,Serra-23
22,Serra,23,Abete,80,31,3p,Parziale,TRUE,Serra-23
22,Serra,23,Castagno,28,22,3p,Parziale,TRUE,Serra-23
22,Serra,23,Abete,62,31,3p,Parziale,TRUE,Serra-23
22,Serra,23,Abete,37,28,3p,Parziale,TRUE,Serra-23
22,Serra,23,Castagno,36,21,3p,Parziale,TRUE,Serra-23
22,Serra,23,Abete,43,29,3p,Parziale,TRUE,Serra-23
22,Serra,23,Faggio,53,29,3p,Parziale,TRUE,Serra-23
24,Serra,25,Ontano,31,24,2p,Parziale,TRUE,Serra-25
24,Serra,25,Abete,55,36,2p,Parziale,TRUE,Serra-25
24,Serra,25,Abete,38,31,2p,Parziale,TRUE,Serra-25
24,Serra,25,Abete,36,32,2p,Parziale,TRUE,Serra-25
24,Serra,25,Abete,39,33,2p,Parziale,TRUE,Serra-25
24,Serra,25,Abete,50,34,2p,Parziale,TRUE,Serra-25
24,Serra,25,Abete,21,20,2p,Parziale,TRUE,Serra-25
24,Serra,25,Abete,50,32,2p,Parziale,TRUE,Serra-25
17,Serra,26,Abete,88,34,2p,Parziale,TRUE,Serra-26
17,Serra,26,Abete,54,32,2p,Parziale,TRUE,Serra-26
17,Serra,26,Abete,45,32,2p,Parziale,TRUE,Serra-26
17,Serra,26,Abete,35,27,2p,Parziale,TRUE,Serra-26
17,Serra,26,Abete,62,34,2p,Parziale,TRUE,Serra-26
17,Serra,26,Faggio,40,30,2p,Parziale,TRUE,Serra-26
17,Serra,26,Abete,71,35,2p,Parziale,TRUE,Serra-26
17,Serra,26,Abete,41,33,2p,Parziale,TRUE,Serra-26
17,Serra,26,Abete,60,35,2p,Parziale,TRUE,Serra-26
18,Serra,30,Abete,153,34,3p,Parziale,TRUE,Serra-30
18,Serra,30,Abete,43,28,3p,Parziale,TRUE,Serra-30
18,Serra,30,Abete,57,27,3p,Parziale,TRUE,Serra-30
18,Serra,30,Abete,29,23,3p,Parziale,TRUE,Serra-30
18,Serra,30,Faggio,33,22,3p,Parziale,TRUE,Serra-30
18,Serra,30,Faggio,59,30,3p,Parziale,TRUE,Serra-30
18,Serra,30,Abete,110,35,3p,Parziale,TRUE,Serra-30
18,Serra,30,Abete,100,32,3p,Parziale,TRUE,Serra-30
11,Serra,33,Abete,33,29,3p,Parziale,TRUE,Serra-33
11,Serra,33,Abete,38,29,3p,Parziale,TRUE,Serra-33
11,Serra,33,Abete,48,33,3p,Parziale,TRUE,Serra-33
11,Serra,33,Abete,65,34,3p,Parziale,TRUE,Serra-33
11,Serra,33,Abete,44,27,3p,Parziale,TRUE,Serra-33
11,Serra,33,Abete,30,28,3p,Parziale,TRUE,Serra-33
11,Serra,33,Abete,66,34,3p,Parziale,TRUE,Serra-33
11,Serra,33,Abete,67,35,3p,Parziale,TRUE,Serra-33
11,Serra,33,Abete,52,29,3p,Parziale,TRUE,Serra-33
19,Serra,36,Abete,25,20,3p,Parziale,TRUE,Serra-36
19,Serra,36,Faggio,22,24,3p,Parziale,TRUE,Serra-36
19,Serra,36,Abete,36,26,3p,Parziale,TRUE,Serra-36
19,Serra,36,Abete,103,34,3p,Parziale,TRUE,Serra-36
19,Serra,36,Abete,73,33,3p,Parziale,TRUE,Serra-36
19,Serra,36,Castagno,26,27,3p,Parziale,TRUE,Serra-36
19,Serra,36,Abete,30,29,3p,Parziale,TRUE,Serra-36
19,Serra,36,Abete,44,28,3p,Parziale,TRUE,Serra-36
8,Serra,46,Abete,21,24,3p,Parziale,TRUE,Serra-46
8,Serra,46,Abete,62,32,3p,Parziale,TRUE,Serra-46
8,Serra,46,Abete,35,26,3p,Parziale,TRUE,Serra-46
8,Serra,46,Abete,27,18,3p,Parziale,TRUE,Serra-46
8,Serra,46,Abete,36,27,3p,Parziale,TRUE,Serra-46
8,Serra,46,Castagno,37,24,3p,Parziale,TRUE,Serra-46
8,Serra,46,Abete,63,30,3p,Parziale,TRUE,Serra-46
8,Serra,46,Abete,42,28,3p,Parziale,TRUE,Serra-46
9,Serra,48,Abete,56,30,3p,Parziale,TRUE,Serra-48
9,Serra,48,Abete,62,32,3p,Parziale,TRUE,Serra-48
9,Serra,48,Abete,54,29,3p,Parziale,TRUE,Serra-48
9,Serra,48,Abete,70,34,3p,Parziale,TRUE,Serra-48
9,Serra,48,Abete,22,20,3p,Parziale,TRUE,Serra-48
9,Serra,48,Abete,31,26,3p,Parziale,TRUE,Serra-48
9,Serra,48,Abete,26,25,3p,Parziale,TRUE,Serra-48
9,Serra,48,Abete,24,24,3p,Parziale,TRUE,Serra-48
7,Serra,49,Abete,32,25,3p,Parziale,TRUE,Serra-49
7,Serra,49,Pino Nero,55,27,3p,Parziale,TRUE,Serra-49
7,Serra,49,Pino Nero,50,28,3p,Parziale,TRUE,Serra-49
7,Serra,49,Abete,48,27,3p,Parziale,TRUE,Serra-49
7,Serra,49,Pino Nero,37,26,3p,Parziale,TRUE,Serra-49
7,Serra,49,Abete,52,25,3p,Parziale,TRUE,Serra-49
7,Serra,49,Abete,35,22,3p,Parziale,TRUE,Serra-49
7,Serra,49,Abete,55,26,3p,Parziale,TRUE,Serra-49
2a,Serra,54,Douglas,44,23,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,47,26,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,54,29,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,56,29,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,55,27,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,44,27,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,54,28,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,56,31,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,46,31,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,47,27,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,50,28,2p,Parziale,TRUE,Serra-54
2a,Serra,54,Douglas,45,26,2p,Parziale,TRUE,Serra-54
1,Serra,55,Abete,40,27,2p,Parziale,TRUE,Serra-55
1,Serra,55,Abete,49,28,2p,Parziale,TRUE,Serra-55
1,Serra,55,Abete,55,30,2p,Parziale,TRUE,Serra-55
1,Serra,55,Abete,49,27,2p,Parziale,TRUE,Serra-55
13,Serra,56,Abete,34,33,3p,Parziale,TRUE,Serra-56
13,Serra,56,Abete,30,33,3p,Parziale,TRUE,Serra-56
13,Serra,56,Abete,34,31,3p,Parziale,TRUE,Serra-56
13,Serra,56,Abete,59,34,3p,Parziale,TRUE,Serra-56
13,Serra,56,Abete,55,35,3p,Parziale,TRUE,Serra-56
13,Serra,56,Abete,39,27,3p,Parziale,TRUE,Serra-56
13,Serra,56,Abete,64,36,3p,Parziale,TRUE,Serra-56
13,Serra,56,Abete,38,33,3p,Parziale,TRUE,Serra-56
7,Serra,58,Pino Nero,60,29,3p,Parziale,TRUE,Serra-58
7,Serra,58,Abete,15,7,3p,Parziale,TRUE,Serra-58
7,Serra,58,Pino Nero,44,26,3p,Parziale,TRUE,Serra-58
7,Serra,58,Pino Nero,42,27,3p,Parziale,TRUE,Serra-58
7,Serra,58,Pino Nero,53,28,3p,Parziale,TRUE,Serra-58
7,Serra,58,Pino Nero,59,29,3p,Parziale,TRUE,Serra-58
7,Serra,58,Pino Nero,31,23,3p,Parziale,TRUE,Serra-58
7,Serra,58,Pino Nero,29,22,3p,Parziale,TRUE,Serra-58
7,Serra,58,Pino Nero,32,24,3p,Parziale,TRUE,Serra-58
7,Serra,58,Pino Nero,54,30,3p,Parziale,TRUE,Serra-58
7,Serra,58,Pino Nero,38,31,3p,Parziale,TRUE,Serra-58
4,Serra,59,Abete,85,25,3p,Parziale,TRUE,Serra-59
4,Serra,59,Faggio,43,27,3p,Parziale,TRUE,Serra-59
4,Serra,59,Abete,39,30,3p,Parziale,TRUE,Serra-59
4,Serra,59,Douglas,37,31,3p,Parziale,TRUE,Serra-59
4,Serra,59,Pino Nero,51,28,3p,Parziale,TRUE,Serra-59
4,Serra,59,Douglas,59,32,3p,Parziale,TRUE,Serra-59
4,Serra,59,Abete,40,25,3p,Parziale,TRUE,Serra-59
4,Serra,59,Abete,37,24,3p,Parziale,TRUE,Serra-59
4,Serra,59,Pino Nero,28,26,3p,Parziale,TRUE,Serra-59
10b,Serra,60,Abete,45,30,3p,Parziale,TRUE,Serra-60
10b,Serra,60,Abete,51,27,3p,Parziale,TRUE,Serra-60
10b,Serra,60,Abete,39,31,3p,Parziale,TRUE,Serra-60
10b,Serra,60,Abete,37,27,3p,Parziale,TRUE,Serra-60
10b,Serra,60,Pino Nero,50,31,3p,Parziale,TRUE,Serra-60
10b,Serra,60,Abete,65,31,3p,Parziale,TRUE,Serra-60
10b,Serra,60,Castagno,22,24,3p,Parziale,TRUE,Serra-60
10b,Serra,60,Abete,66,30,3p,Parziale,TRUE,Serra-60
10b,Serra,60,Abete,44,25,3p,Parziale,TRUE,Serra-60
9,Serra,63,Faggio,50,24,3p,Parziale,TRUE,Serra-63
9,Serra,63,Abete,90,28,3p,Parziale,TRUE,Serra-63
9,Serra,63,Abete,23,22,3p,Parziale,TRUE,Serra-63
9,Serra,63,Abete,34,25,3p,Parziale,TRUE,Serra-63
9,Serra,63,Abete,79,28,3p,Parziale,TRUE,Serra-63
9,Serra,63,Faggio,29,23,3p,Parziale,TRUE,Serra-63
9,Serra,63,Faggio,28,23,3p,Parziale,TRUE,Serra-63
9,Serra,63,Abete,50,27,3p,Parziale,TRUE,Serra-63
9,Serra,63,Castagno,18,16,3p,Parziale,TRUE,Serra-63
9,Serra,63,Castagno,25,21,3p,Parziale,TRUE,Serra-63
12,Serra,64,Abete,18,13,2p,Parziale,TRUE,Serra-64
12,Serra,64,Abete,28,19,2p,Parziale,TRUE,Serra-64
12,Serra,64,Abete,30,22,2p,Parziale,TRUE,Serra-64
12,Serra,64,Abete,13,10,2p,Parziale,TRUE,Serra-64
12,Serra,64,Abete,22,12,2p,Parziale,TRUE,Serra-64
12,Serra,64,Abete,16,7,2p,Parziale,TRUE,Serra-64
12,Serra,64,Abete,17,12,2p,Parziale,TRUE,Serra-64
12,Serra,64,Abete,36,26,3p,Parziale,TRUE,Serra-64
12,Serra,64,Abete,30,19,3p,Parziale,TRUE,Serra-64
12,Serra,64,Faggio,33,23,3p,Parziale,TRUE,Serra-64
8,Fabrizia,23,Abete,25,14,3p,Parziale,TRUE,Fabrizia-23
8,Fabrizia,22,Abete,21,12,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,22,Abete,15,8,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,22,Abete,12,7,3p,Parziale,TRUE,Fabrizia-22
6,Fabrizia,3,Abete,66,27,3p,Parziale,TRUE,Fabrizia-3
6,Fabrizia,3,Abete,45,24,3p,Parziale,TRUE,Fabrizia-3
6,Fabrizia,3,Abete,23,20,3p,Parziale,TRUE,Fabrizia-3
6,Fabrizia,3,Abete,70,28,3p,Parziale,TRUE,Fabrizia-3
6,Fabrizia,3,Abete,60,30,3p,Parziale,TRUE,Fabrizia-3
2,Fabrizia,10,Abete,11,6,3p,Parziale,TRUE,Fabrizia-10
2,Fabrizia,10,Abete,11,7,3p,Parziale,TRUE,Fabrizia-10
2,Fabrizia,10,Abete,8,6,3p,Parziale,TRUE,Fabrizia-10
2,Fabrizia,11,Abete,16,7,3p,Parziale,TRUE,Fabrizia-11
2,Fabrizia,11,Abete,15,10,3p,Parziale,TRUE,Fabrizia-11
2,Fabrizia,11,Abete,13,8,3p,Parziale,TRUE,Fabrizia-11
2,Fabrizia,11,Abete,21,10,3p,Parziale,TRUE,Fabrizia-11
2,Fabrizia,11,Abete,10,6,3p,Parziale,TRUE,Fabrizia-11
2,Fabrizia,11,Abete,10,7,3p,Parziale,TRUE,Fabrizia-11
2,Fabrizia,11,Abete,13,7,3p,Parziale,TRUE,Fabrizia-11
8,Fabrizia,23,Douglas,60,34,3p,Parziale,TRUE,Fabrizia-23
8,Fabrizia,23,Douglas,52,30,3p,Parziale,TRUE,Fabrizia-23
8,Fabrizia,22,Douglas,52,34,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,22,Douglas,63,37,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,1,Faggio,24,16,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Faggio,32,17,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Faggio,22,15,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Faggio,35,20,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Faggio,20,13,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,23,Faggio,40,22,3p,Parziale,TRUE,Fabrizia-23
8,Fabrizia,23,Faggio,55,25,3p,Parziale,TRUE,Fabrizia-23
8,Fabrizia,22,Faggio,37,26,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,22,Faggio,51,27,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,22,Faggio,42,27,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,22,Faggio,47,27,3p,Parziale,TRUE,Fabrizia-22
6,Fabrizia,3,Faggio,25,23,3p,Parziale,TRUE,Fabrizia-3
6,Fabrizia,3,Faggio,30,20,3p,Parziale,TRUE,Fabrizia-3
6,Fabrizia,3,Faggio,40,26,3p,Parziale,TRUE,Fabrizia-3
4,Fabrizia,5,Faggio,42,27,3p,Parziale,TRUE,Fabrizia-5
4,Fabrizia,5,Faggio,40,27,3p,Parziale,TRUE,Fabrizia-5
4,Fabrizia,5,Faggio,57,28,3p,Parziale,TRUE,Fabrizia-5
4,Fabrizia,5,Faggio,32,25,3p,Parziale,TRUE,Fabrizia-5
4,Fabrizia,5,Faggio,40,27,3p,Parziale,TRUE,Fabrizia-5
4,Fabrizia,5,Faggio,24,24,3p,Parziale,TRUE,Fabrizia-5
3,Fabrizia,7,Faggio,54,27,3p,Parziale,TRUE,Fabrizia-7
3,Fabrizia,7,Faggio,54,27,3p,Parziale,TRUE,Fabrizia-7
3,Fabrizia,7,Faggio,25,24,3p,Parziale,TRUE,Fabrizia-7
3,Fabrizia,7,Faggio,24,20,3p,Parziale,TRUE,Fabrizia-7
3,Fabrizia,7,Faggio,26,21,3p,Parziale,TRUE,Fabrizia-7
3,Fabrizia,7,Faggio,57,26,3p,Parziale,TRUE,Fabrizia-7
3,Fabrizia,7,Faggio,51,29,3p,Parziale,TRUE,Fabrizia-7
2,Fabrizia,10,Faggio,32,24,3p,Parziale,TRUE,Fabrizia-10
2,Fabrizia,10,Faggio,50,26,3p,Parziale,TRUE,Fabrizia-10
2,Fabrizia,10,Faggio,25,23,3p,Parziale,TRUE,Fabrizia-10
2,Fabrizia,10,Faggio,52,29,3p,Parziale,TRUE,Fabrizia-10
2,Fabrizia,10,Faggio,30,25,3p,Parziale,TRUE,Fabrizia-10
2,Fabrizia,10,Faggio,25,20,3p,Parziale,TRUE,Fabrizia-10
2,Fabrizia,11,Faggio,52,29,3p,Parziale,TRUE,Fabrizia-11
2,Fabrizia,11,Faggio,35,26,3p,Parziale,TRUE,Fabrizia-11
2,Fabrizia,11,Faggio,24,23,3p,Parziale,TRUE,Fabrizia-11
2,Fabrizia,11,Faggio,53,29,3p,Parziale,TRUE,Fabrizia-11
8,Fabrizia,1,Pino Nero,48,26,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Pino Nero,32,18,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Pino Nero,40,23,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Pino Nero,43,22,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Pino Nero,64,24,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Pino Nero,50,24,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,1,Pino Nero,75,25,3p,Parziale,TRUE,Fabrizia-1
8,Fabrizia,23,Pino Nero,40,27,3p,Parziale,TRUE,Fabrizia-23
8,Fabrizia,23,Pino Nero,39,29,3p,Parziale,TRUE,Fabrizia-23
8,Fabrizia,23,Pino Nero,32,25,3p,Parziale,TRUE,Fabrizia-23
8,Fabrizia,23,Pino Nero,66,32,3p,Parziale,TRUE,Fabrizia-23
8,Fabrizia,22,Pino Nero,69,34,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,22,Pino Nero,45,33,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,22,Pino Nero,35,27,3p,Parziale,TRUE,Fabrizia-22
8,Fabrizia,22,Pino Nero,54,31,3p,Parziale,TRUE,Fabrizia-22
6,Fabrizia,3,Pino Nero,26,21,3p,Parziale,TRUE,Fabrizia-3
6,Fabrizia,3,Pino Nero,51,24,3p,Parziale,TRUE,Fabrizia-3
6,Fabrizia,3,Pino Nero,43,23,3p,Parziale,TRUE,Fabrizia-3
3,Fabrizia,7,Pino Nero,42,27,3p,Parziale,TRUE,Fabrizia-7
3,Fabrizia,7,Pino Nero,63,32,3p,Parziale,TRUE,Fabrizia-7
3,Fabrizia,7,Pino Nero,55,29,3p,Parziale,TRUE,Fabrizia-7
11c,Fabrizia,26,Pino Nero,41,23,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Pino Nero,26,22,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Pino Nero,35,23,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Pino Nero,38,23,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Pino Nero,17,18,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Pino Nero,22,20,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Pino Nero,39,22,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Pino Nero,25,20,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Abete,28,19,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Abete,33,23,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Abete,41,21,3p,Parziale,TRUE,Fabrizia-26
11c,Fabrizia,26,Pino Nero,60,21,3p,Parziale,TRUE,Fabrizia-26
11a,Fabrizia,27,Pino Nero,48,31,3p,Parziale,TRUE,Fabrizia-27
11a,Fabrizia,27,Pino Nero,23,28,3p,Parziale,TRUE,Fabrizia-27
11a,Fabrizia,27,Pino Nero,48,29,3p,Parziale,TRUE,Fabrizia-27
11a,Fabrizia,27,Pino Nero,58,31,3p,Parziale,TRUE,Fabrizia-27
11a,Fabrizia,27,Pino Nero,36,25,3p,Parziale,TRUE,Fabrizia-27
11a,Fabrizia,27,Pino Nero,53,26,3p,Parziale,TRUE,Fabrizia-27
11a,Fabrizia,27,Pino Nero,46,27,3p,Parziale,TRUE,Fabrizia-27
11a,Fabrizia,27,Douglas,48,36,3p,Parziale,TRUE,Fabrizia-27
11a,Fabrizia,27,Douglas,47,35,3p,Parziale,TRUE,Fabrizia-27
10a,Fabrizia,30,Douglas,90,41,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Douglas,70,39,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Douglas,38,35,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Douglas,58,40,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Abete,72,31,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Abete,41,25,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Abete,51,24,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Abete,49,24,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Pino Nero,59,30,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Pino Nero,48,31,3p,Parziale,TRUE,Fabrizia-30
10a,Fabrizia,30,Douglas,50,36,3p,Parziale,TRUE,Fabrizia-30
9a,Fabrizia,34,Pino Nero,56,28,3p,Parziale,TRUE,Fabrizia-34
9a,Fabrizia,34,Pino Nero,58,29,3p,Parziale,TRUE,Fabrizia-34
9a,Fabrizia,34,Pino Nero,58,28,3p,Parziale,TRUE,Fabrizia-34
9a,Fabrizia,34,Pino Nero,62,29,3p,Parziale,TRUE,Fabrizia-34
9a,Fabrizia,34,Pino Nero,56,28,3p,Parziale,TRUE,Fabrizia-34
9a,Fabrizia,34,Pino Nero,66,27,3p,Parziale,TRUE,Fabrizia-34
9a,Fabrizia,34,Pino Nero,53,28,3p,Parziale,TRUE,Fabrizia-34
9a,Fabrizia,32,Abete,57,34,3p,Parziale,TRUE,Fabrizia-32
9a,Fabrizia,32,Abete,78,36,3p,Parziale,TRUE,Fabrizia-32
9a,Fabrizia,32,Abete,90,35,3p,Parziale,TRUE,Fabrizia-32
9a,Fabrizia,32,Abete,47,27,3p,Parziale,TRUE,Fabrizia-32
9a,Fabrizia,32,Abete,50,28,3p,Parziale,TRUE,Fabrizia-32
9a,Fabrizia,32,Abete,38,26,3p,Parziale,TRUE,Fabrizia-32
9a,Fabrizia,32,Abete,35,25,3p,Parziale,TRUE,Fabrizia-32
9a,Fabrizia,32,Abete,55,28,3p,Parziale,TRUE,Fabrizia-32
14a,Fabrizia,38,Faggio,53,28,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Abete,22,12,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Faggio,32,26,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Abete,23,15,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Abete,24,13,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Faggio,30,24,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Faggio,42,25,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Abete,26,13,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Abete,11,5,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Abete,14,6,3p,Parziale,TRUE,Fabrizia-38
14a,Fabrizia,38,Faggio,44,25,3p,Parziale,TRUE,Fabrizia-38
4,Fabrizia,18,Faggio,23,23,3p,Parziale,TRUE,Fabrizia-18
4,Fabrizia,18,Faggio,28,24,3p,Parziale,TRUE,Fabrizia-18
4,Fabrizia,18,Faggio,44,30,3p,Parziale,TRUE,Fabrizia-18
4,Fabrizia,18,Faggio,26,23,3p,Parziale,TRUE,Fabrizia-18
4,Fabrizia,18,Faggio,39,26,3p,Parziale,TRUE,Fabrizia-18
4,Fabrizia,18,Faggio,26,24,3p,Parziale,TRUE,Fabrizia-18
3,Fabrizia,17,Douglas,115,46,3p,Parziale,TRUE,Fabrizia-17
