Compresa,Particella,Area saggio,n,poll,D(cm),Classe diametrica,h(m),Genere,Fustaia,G(m2),V(m3),Ipr(mm),c(1/a),Pv(%/a),PvxV(m3/a)
Capistrano,11b,52,17,5,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,18,1,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,18,2,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,18,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,18,4,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,19,1,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,19,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,19,3,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,20,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,20,2,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,20,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Capistrano,11b,52,21,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,21,2,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,22,1,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,22,2,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,22,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,22,4,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,22,5,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,23,1,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,23,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,24,1,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,24,2,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,24,3,10,2,8.000000,Castagno,False,0.010000,0.034666,,,2.000000,0.000000
Capistrano,11b,52,24,4,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,24,5,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,26,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,26,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Capistrano,11b,52,26,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Capistrano,11b,52,27,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,27,2,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,27,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,27,4,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Capistrano,11b,52,27,5,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,28,1,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,28,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,28,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,28,4,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,29,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,29,2,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,29,3,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,29,4,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Capistrano,11b,52,30,1,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,30,2,10,2,8.000000,Castagno,False,0.010000,0.034666,,,2.000000,0.000000
Capistrano,11b,52,30,3,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,11b,52,30,4,8,1,8.000000,Castagno,False,0.010000,0.022658,,,2.000000,0.000000
Capistrano,12a,40,1,,33,6,20.326000,Abete,True,0.090000,0.848841,20.000000,200.000000,2.420000,0.020000
Capistrano,12a,40,2,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,3,,9,2,11.192000,Abete,True,0.010000,0.036056,20.000000,200.000000,8.890000,0.000000
Capistrano,12a,40,4,,19,4,16.445000,Abete,True,0.030000,0.230368,20.000000,200.000000,4.210000,0.010000
Capistrano,12a,40,5,,15,3,14.783000,Abete,True,0.020000,0.130001,20.000000,200.000000,5.330000,0.010000
Capistrano,12a,40,6,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,200.000000,3.810000,0.010000
Capistrano,12a,40,7,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,200.000000,3.640000,0.010000
Capistrano,12a,40,8,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,9,,15,3,14.783000,Abete,True,0.020000,0.130001,20.000000,200.000000,5.330000,0.010000
Capistrano,12a,40,10,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,11,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,12,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,200.000000,3.810000,0.010000
Capistrano,12a,40,13,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,14,,25,5,18.374000,Abete,True,0.050000,0.442645,20.000000,200.000000,3.200000,0.010000
Capistrano,12a,40,15,,24,5,18.087000,Abete,True,0.050000,0.401926,20.000000,200.000000,3.330000,0.010000
Capistrano,12a,40,16,,24,5,18.087000,Abete,True,0.050000,0.401926,20.000000,200.000000,3.330000,0.010000
Capistrano,12a,40,17,,30,6,19.656000,Abete,True,0.070000,0.679476,20.000000,200.000000,2.670000,0.020000
Capistrano,12a,40,18,,15,3,14.783000,Abete,True,0.020000,0.130001,20.000000,200.000000,5.330000,0.010000
Capistrano,12a,40,19,,16,3,15.237000,Abete,True,0.020000,0.152137,20.000000,200.000000,5.000000,0.010000
Capistrano,12a,40,20,,27,5,18.915000,Abete,True,0.060000,0.530666,20.000000,200.000000,2.960000,0.020000
Capistrano,12a,40,21,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,22,,33,6,20.326000,Abete,True,0.090000,0.848841,20.000000,200.000000,2.420000,0.020000
Capistrano,12a,40,23,,16,3,15.237000,Abete,True,0.020000,0.152137,20.000000,200.000000,5.000000,0.010000
Capistrano,12a,40,24,,28,5,19.171000,Abete,True,0.060000,0.578021,20.000000,200.000000,2.860000,0.020000
Capistrano,12a,40,25,,16,3,15.237000,Abete,True,0.020000,0.152137,20.000000,200.000000,5.000000,0.010000
Capistrano,12a,40,26,,20,4,16.805000,Abete,True,0.030000,0.260482,20.000000,200.000000,4.000000,0.010000
Capistrano,12a,40,27,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,28,,37,7,21.131000,Abete,True,0.110000,1.107470,20.000000,200.000000,2.160000,0.020000
Capistrano,12a,40,29,,13,2,13.777000,Abete,True,0.010000,0.091447,20.000000,200.000000,6.150000,0.010000
Capistrano,12a,40,30,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,200.000000,3.810000,0.010000
Capistrano,12a,40,31,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,200.000000,3.640000,0.010000
Capistrano,12a,40,32,,19,4,16.445000,Abete,True,0.030000,0.230368,20.000000,200.000000,4.210000,0.010000
Capistrano,12a,40,33,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,34,,29,6,19.418000,Abete,True,0.070000,0.627625,20.000000,200.000000,2.760000,0.020000
Capistrano,12a,40,35,,25,5,18.374000,Abete,True,0.050000,0.442645,20.000000,200.000000,3.200000,0.010000
Capistrano,12a,40,36,,15,3,14.783000,Abete,True,0.020000,0.130001,20.000000,200.000000,5.330000,0.010000
Capistrano,12a,40,37,,30,6,19.656000,Abete,True,0.070000,0.679476,20.000000,200.000000,2.670000,0.020000
Capistrano,12a,40,38,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,200.000000,3.640000,0.010000
Capistrano,12a,40,39,,26,5,18.650000,Abete,True,0.050000,0.485558,20.000000,200.000000,3.080000,0.010000
Capistrano,12a,40,40,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,200.000000,3.810000,0.010000
Capistrano,12a,40,41,,39,8,21.501000,Abete,True,0.120000,1.251088,20.000000,200.000000,2.050000,0.020000
Capistrano,12a,40,42,,25,5,18.374000,Abete,True,0.050000,0.442645,20.000000,200.000000,3.200000,0.010000
Capistrano,12a,40,43,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,200.000000,3.640000,0.010000
Capistrano,12a,40,44,,11,2,18.000000,Castagno,True,0.010000,0.085741,20.000000,200.000000,7.270000,0.010000
Capistrano,12a,40,45,,26,5,18.650000,Abete,True,0.050000,0.485558,20.000000,200.000000,3.080000,0.010000
Capistrano,12a,40,46,,38,7,21.318000,Abete,True,0.110000,1.178050,20.000000,200.000000,2.110000,0.020000
Capistrano,12a,40,47,,20,4,16.805000,Abete,True,0.030000,0.260482,20.000000,200.000000,4.000000,0.010000
Capistrano,12a,40,48,,24,5,18.087000,Abete,True,0.050000,0.401926,20.000000,200.000000,3.330000,0.010000
Capistrano,12a,40,49,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,50,,15,3,14.783000,Abete,True,0.020000,0.130001,20.000000,200.000000,5.330000,0.010000
Capistrano,12a,40,51,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,200.000000,3.640000,0.010000
Capistrano,12a,40,52,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,53,,35,7,20.740000,Abete,True,0.100000,0.973419,20.000000,200.000000,2.290000,0.020000
Capistrano,12a,40,54,,27,5,18.915000,Abete,True,0.060000,0.530666,20.000000,200.000000,2.960000,0.020000
Capistrano,12a,40,55,,24,5,18.087000,Abete,True,0.050000,0.401926,20.000000,200.000000,3.330000,0.010000
Capistrano,12a,40,56,,25,5,18.374000,Abete,True,0.050000,0.442645,20.000000,200.000000,3.200000,0.010000
Capistrano,12a,40,57,,8,1,10.363000,Abete,True,0.010000,0.026451,20.000000,200.000000,10.000000,0.000000
Capistrano,12a,40,58,,35,7,20.740000,Abete,True,0.100000,0.973419,20.000000,200.000000,2.290000,0.020000
Capistrano,12a,40,59,,16,3,15.237000,Abete,True,0.020000,0.152137,20.000000,200.000000,5.000000,0.010000
Capistrano,12a,40,60,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,200.000000,3.640000,0.010000
Capistrano,12a,40,61,,33,6,20.326000,Abete,True,0.090000,0.848841,20.000000,200.000000,2.420000,0.020000
Capistrano,12a,40,62,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,63,,37,7,21.131000,Abete,True,0.110000,1.107470,20.000000,200.000000,2.160000,0.020000
Capistrano,12a,40,64,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,65,,19,4,16.445000,Abete,True,0.030000,0.230368,20.000000,200.000000,4.210000,0.010000
Capistrano,12a,40,66,,12,2,13.214000,Abete,True,0.010000,0.074949,20.000000,200.000000,6.670000,0.010000
Capistrano,12a,40,67,,35,7,20.740000,Abete,True,0.100000,0.973419,20.000000,200.000000,2.290000,0.020000
Capistrano,12a,40,68,,30,6,19.656000,Abete,True,0.070000,0.679476,20.000000,200.000000,2.670000,0.020000
Capistrano,12a,40,69,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,70,,18,3,18.000000,Douglas,True,0.030000,0.208397,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,71,,31,6,18.000000,Douglas,True,0.080000,0.606549,20.000000,200.000000,2.580000,0.020000
Capistrano,12a,40,72,,16,3,15.237000,Abete,True,0.020000,0.152137,20.000000,200.000000,5.000000,0.010000
Capistrano,12a,40,73,,11,2,12.602000,Abete,True,0.010000,0.060249,20.000000,200.000000,7.270000,0.010000
Capistrano,12a,40,74,,20,4,16.805000,Abete,True,0.030000,0.260482,20.000000,200.000000,4.000000,0.010000
Capistrano,12a,40,75,,25,5,18.374000,Abete,True,0.050000,0.442645,20.000000,200.000000,3.200000,0.010000
Capistrano,12a,40,76,,32,6,20.110000,Abete,True,0.080000,0.790084,20.000000,200.000000,2.500000,0.020000
Capistrano,12a,40,77,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,78,,17,3,15.663000,Abete,True,0.020000,0.176219,20.000000,200.000000,4.710000,0.010000
Capistrano,12a,40,79,,17,3,15.663000,Abete,True,0.020000,0.176219,20.000000,200.000000,4.710000,0.010000
Capistrano,12a,40,80,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,200.000000,3.810000,0.010000
Capistrano,12a,40,81,,19,4,16.445000,Abete,True,0.030000,0.230368,20.000000,200.000000,4.210000,0.010000
Capistrano,12a,40,82,,28,5,19.171000,Abete,True,0.060000,0.578021,20.000000,200.000000,2.860000,0.020000
Capistrano,12a,40,83,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,200.000000,3.640000,0.010000
Capistrano,12a,40,84,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,85,,17,3,15.663000,Abete,True,0.020000,0.176219,20.000000,200.000000,4.710000,0.010000
Capistrano,12a,40,86,,29,6,19.418000,Abete,True,0.070000,0.627625,20.000000,200.000000,2.760000,0.020000
Capistrano,12a,40,87,,33,6,20.326000,Abete,True,0.090000,0.848841,20.000000,200.000000,2.420000,0.020000
Capistrano,12a,40,88,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,89,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,200.000000,3.640000,0.010000
Capistrano,12a,40,90,,9,2,11.192000,Abete,True,0.010000,0.036056,20.000000,200.000000,8.890000,0.010000
Capistrano,12a,40,91,,20,4,16.805000,Abete,True,0.030000,0.260482,20.000000,200.000000,4.000000,0.010000
Capistrano,12a,40,92,,32,6,20.110000,Abete,True,0.080000,0.790084,20.000000,200.000000,2.500000,0.020000
Capistrano,12a,40,93,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,200.000000,3.810000,0.010000
Capistrano,12a,40,94,,13,2,13.777000,Abete,True,0.010000,0.091447,20.000000,200.000000,6.150000,0.010000
Capistrano,12a,40,95,,30,6,19.656000,Abete,True,0.070000,0.679476,20.000000,200.000000,2.670000,0.020000
Capistrano,12a,40,96,,14,3,14.298000,Abete,True,0.020000,0.109785,20.000000,200.000000,5.710000,0.010000
Capistrano,12a,40,97,,31,6,19.887000,Abete,True,0.080000,0.733641,20.000000,200.000000,2.580000,0.020000
Capistrano,12a,40,98,,17,3,15.663000,Abete,True,0.020000,0.176219,20.000000,200.000000,4.710000,0.010000
Capistrano,12a,40,99,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,200.000000,3.640000,0.010000
Capistrano,12a,40,100,,24,5,18.087000,Abete,True,0.050000,0.401926,20.000000,200.000000,3.330000,0.010000
Capistrano,12a,40,101,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,102,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,200.000000,4.440000,0.010000
Capistrano,12a,40,103,,10,2,11.932000,Abete,True,0.010000,0.047301,20.000000,200.000000,8.000000,0.010000
Capistrano,12a,40,104,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,200.000000,3.480000,0.010000
Capistrano,12a,40,105,,20,4,16.805000,Abete,True,0.030000,0.260482,20.000000,200.000000,4.000000,0.010000
Capistrano,12a,40,106,,19,4,16.445000,Abete,True,0.030000,0.230368,20.000000,200.000000,4.210000,0.010000
Capistrano,12a,40,107,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,200.000000,3.810000,0.010000
Capistrano,12a,41,1,,38,7,24.030000,Pino Nero,True,0.110000,1.249677,10.000000,200.000000,1.050000,0.010000
Capistrano,12a,41,2,,15,3,22.000000,Faggio,True,0.020000,0.193688,20.000000,200.000000,5.330000,0.010000
Capistrano,12a,41,3,,12,2,22.000000,Faggio,True,0.010000,0.124253,20.000000,200.000000,6.670000,0.010000
Capistrano,12a,41,4,,13,2,22.000000,Faggio,True,0.010000,0.145683,20.000000,200.000000,6.150000,0.010000
Capistrano,12a,41,5,,65,13,22.000000,Douglas,True,0.330000,3.170446,10.000000,200.000000,0.620000,0.020000
Capistrano,12a,41,6,,62,12,22.000000,Douglas,True,0.300000,2.887309,10.000000,200.000000,0.650000,0.020000
Capistrano,12a,41,7,,34,7,22.000000,Douglas,True,0.090000,0.881417,10.000000,200.000000,1.180000,0.010000
Capistrano,12a,41,8,,53,10,26.864000,Pino Nero,True,0.220000,2.656705,10.000000,200.000000,0.750000,0.020000
Capistrano,12a,41,9,,41,8,24.678000,Pino Nero,True,0.130000,1.485328,10.000000,200.000000,0.980000,0.010000
Capistrano,12a,41,10,,45,9,25.471000,Pino Nero,True,0.160000,1.834623,10.000000,200.000000,0.890000,0.020000
Capistrano,12a,41,11,,41,8,24.678000,Pino Nero,True,0.130000,1.485328,10.000000,200.000000,0.980000,0.010000
Capistrano,12a,41,12,,47,9,25.841000,Pino Nero,True,0.170000,2.024538,10.000000,200.000000,0.850000,0.020000
Capistrano,12a,41,13,,10,2,22.000000,Faggio,True,0.010000,0.086535,20.000000,200.000000,8.000000,0.010000
Capistrano,12a,41,14,,37,7,22.000000,Faggio,True,0.110000,1.174359,20.000000,200.000000,2.160000,0.030000
Capistrano,12a,41,15,,37,7,23.803000,Pino Nero,True,0.110000,1.176092,10.000000,200.000000,1.080000,0.010000
Capistrano,12a,41,16,,41,8,24.678000,Pino Nero,True,0.130000,1.485328,10.000000,200.000000,0.980000,0.010000
Capistrano,12a,41,17,,14,3,22.000000,Castagno,True,0.020000,0.165917,20.000000,200.000000,5.710000,0.010000
Capistrano,12a,41,18,,9,2,22.000000,Castagno,True,0.010000,0.069788,20.000000,200.000000,8.890000,0.010000
Capistrano,12a,41,19,,9,2,22.000000,Castagno,True,0.010000,0.069788,20.000000,200.000000,8.890000,0.010000
Capistrano,12a,41,20,,32,6,22.567000,Pino Nero,True,0.080000,0.844538,10.000000,200.000000,1.250000,0.010000
Capistrano,12a,41,21,,40,8,24.467000,Pino Nero,True,0.130000,1.404268,10.000000,200.000000,1.000000,0.010000
Capistrano,12a,41,22,,16,3,22.000000,Faggio,True,0.020000,0.220262,20.000000,200.000000,5.000000,0.010000
Capistrano,12a,41,23,,36,7,22.000000,Faggio,True,0.100000,1.111782,20.000000,200.000000,2.220000,0.020000
Capistrano,12a,41,24,,63,12,22.000000,Douglas,True,0.310000,2.980221,10.000000,200.000000,0.630000,0.020000
Capistrano,12a,41,25,,15,3,22.000000,Faggio,True,0.020000,0.193688,20.000000,200.000000,5.330000,0.010000
Capistrano,12a,41,26,,14,3,22.000000,Faggio,True,0.020000,0.168829,20.000000,200.000000,5.710000,0.010000
Capistrano,12a,41,27,,52,10,22.000000,Douglas,True,0.210000,2.038881,10.000000,200.000000,0.770000,0.020000
Capistrano,12a,41,28,,16,3,22.000000,Faggio,True,0.020000,0.220262,20.000000,200.000000,5.000000,0.010000
Capistrano,12a,51,1,,28,5,21.430000,Pino Nero,True,0.060000,0.621930,20.000000,200.000000,2.860000,0.020000
Capistrano,12a,51,2,,25,5,22.000000,Faggio,True,0.050000,0.536580,25.000000,200.000000,4.000000,0.020000
Capistrano,12a,51,3,,28,5,22.000000,Faggio,True,0.060000,0.672880,25.000000,200.000000,3.570000,0.020000
Capistrano,12a,51,4,,32,6,22.000000,Faggio,True,0.080000,0.878615,25.000000,200.000000,3.130000,0.030000
Capistrano,12a,51,5,,55,11,22.000000,Douglas,True,0.240000,2.278005,20.000000,200.000000,1.450000,0.040000
Capistrano,12a,51,6,,46,9,22.000000,Douglas,True,0.170000,1.600244,20.000000,200.000000,1.740000,0.030000
Capistrano,12a,51,7,,34,7,22.000000,Douglas,True,0.090000,0.881417,20.000000,200.000000,2.350000,0.020000
Capistrano,12a,51,8,,51,10,26.537000,Pino Nero,True,0.200000,2.435541,20.000000,200.000000,1.570000,0.040000
Capistrano,12a,51,9,,42,8,24.883000,Pino Nero,True,0.140000,1.568843,20.000000,200.000000,1.900000,0.030000
Capistrano,12a,51,10,,45,9,25.471000,Pino Nero,True,0.160000,1.834623,20.000000,200.000000,1.780000,0.030000
Capistrano,12a,51,11,,41,8,24.678000,Pino Nero,True,0.130000,1.485328,20.000000,200.000000,1.950000,0.030000
Capistrano,12a,51,12,,45,9,25.471000,Pino Nero,True,0.160000,1.834623,20.000000,200.000000,1.780000,0.030000
Capistrano,12a,51,13,,27,5,22.000000,Faggio,True,0.060000,0.625732,25.000000,200.000000,3.700000,0.020000
Capistrano,12a,51,14,,38,7,22.000000,Faggio,True,0.110000,1.238652,25.000000,200.000000,2.630000,0.030000
Capistrano,12a,51,15,,34,7,23.083000,Pino Nero,True,0.090000,0.969944,20.000000,200.000000,2.350000,0.020000
Capistrano,12a,51,16,,40,8,24.467000,Pino Nero,True,0.130000,1.404268,20.000000,200.000000,2.000000,0.030000
Capistrano,12a,51,17,,24,5,16.000000,Castagno,True,0.050000,0.352477,25.000000,200.000000,4.170000,0.020000
Capistrano,12a,51,18,,14,3,12.000000,Castagno,True,0.020000,0.094330,25.000000,200.000000,7.140000,0.010000
Capistrano,12a,51,19,,32,6,22.000000,Faggio,True,0.080000,0.878615,20.000000,200.000000,2.500000,0.020000
Capistrano,12a,51,20,,32,6,22.567000,Pino Nero,True,0.080000,0.844538,20.000000,200.000000,2.500000,0.020000
Capistrano,12a,51,21,,40,8,24.467000,Pino Nero,True,0.130000,1.404268,20.000000,200.000000,2.000000,0.030000
Capistrano,12a,51,22,,26,5,22.000000,Faggio,True,0.050000,0.580299,20.000000,200.000000,3.080000,0.020000
Capistrano,12a,51,23,,36,7,22.000000,Faggio,True,0.100000,1.111782,25.000000,200.000000,2.780000,0.030000
Capistrano,12a,51,24,,56,11,22.000000,Douglas,True,0.250000,2.360647,20.000000,200.000000,1.430000,0.040000
Capistrano,12a,51,25,,35,7,22.000000,Faggio,True,0.100000,1.050918,25.000000,200.000000,2.860000,0.030000
Capistrano,12b,46,1,,16,3,15.237000,Abete,True,0.020000,0.152137,20.000000,400.000000,10.000000,0.020000
Capistrano,12b,46,2,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,400.000000,7.620000,0.020000
Capistrano,12b,46,3,,10,2,18.000000,Pino,True,0.010000,0.075908,20.000000,400.000000,16.000000,0.010000
Capistrano,12b,46,4,,20,4,16.805000,Abete,True,0.030000,0.260482,20.000000,400.000000,8.000000,0.020000
Capistrano,12b,46,5,,9,2,11.192000,Abete,True,0.010000,0.036056,20.000000,400.000000,17.780000,0.010000
Capistrano,12b,46,6,,20,4,16.805000,Abete,True,0.030000,0.260482,20.000000,400.000000,8.000000,0.020000
Capistrano,12b,46,7,,16,3,15.237000,Abete,True,0.020000,0.152137,20.000000,400.000000,10.000000,0.020000
Capistrano,12b,46,8,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,400.000000,7.620000,0.020000
Capistrano,12b,46,9,,12,2,18.000000,Pino,True,0.010000,0.106474,20.000000,400.000000,13.330000,0.010000
Capistrano,12b,46,10,,21,4,17.149000,Abete,True,0.030000,0.292691,20.000000,400.000000,7.620000,0.020000
Capistrano,12b,46,11,,26,5,18.650000,Abete,True,0.050000,0.485558,20.000000,400.000000,6.150000,0.030000
Capistrano,12b,46,12,,19,4,16.445000,Abete,True,0.030000,0.230368,20.000000,400.000000,8.420000,0.020000
Capistrano,12b,46,13,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,400.000000,6.960000,0.030000
Capistrano,12b,46,14,,28,5,19.171000,Abete,True,0.060000,0.578021,20.000000,400.000000,5.710000,0.030000
Capistrano,12b,46,15,,24,5,18.087000,Abete,True,0.050000,0.401926,20.000000,400.000000,6.670000,0.030000
Capistrano,12b,46,16,,19,4,16.445000,Abete,True,0.030000,0.230368,20.000000,400.000000,8.420000,0.020000
Capistrano,12b,46,17,,24,5,18.087000,Abete,True,0.050000,0.401926,20.000000,400.000000,6.670000,0.030000
Capistrano,12b,46,18,,15,3,14.783000,Abete,True,0.020000,0.130001,20.000000,400.000000,10.670000,0.020000
Capistrano,12b,46,19,,19,4,16.445000,Abete,True,0.030000,0.230368,20.000000,400.000000,8.420000,0.020000
Capistrano,12b,46,20,,15,3,14.783000,Abete,True,0.020000,0.130001,20.000000,400.000000,10.670000,0.020000
Capistrano,12b,46,21,,22,4,17.476000,Abete,True,0.040000,0.326979,20.000000,400.000000,7.270000,0.020000
Capistrano,12b,46,22,,27,5,18.915000,Abete,True,0.060000,0.530666,20.000000,400.000000,5.930000,0.030000
Capistrano,12b,46,23,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,400.000000,6.960000,0.030000
Capistrano,12b,46,24,,14,3,14.298000,Abete,True,0.020000,0.109785,20.000000,400.000000,11.430000,0.020000
Capistrano,12b,46,25,,24,5,18.087000,Abete,True,0.050000,0.401926,20.000000,400.000000,6.670000,0.030000
Capistrano,12b,46,26,,18,3,16.065000,Abete,True,0.030000,0.202289,20.000000,400.000000,8.890000,0.020000
Capistrano,12b,46,27,,15,3,14.783000,Abete,True,0.020000,0.130001,20.000000,400.000000,10.670000,0.020000
Capistrano,12b,46,28,,19,4,16.445000,Abete,True,0.030000,0.230368,20.000000,400.000000,8.420000,0.020000
Capistrano,12b,46,29,,34,7,20.536000,Abete,True,0.090000,0.909952,20.000000,400.000000,4.710000,0.040000
Capistrano,12b,46,30,,23,4,17.788000,Abete,True,0.040000,0.363378,20.000000,400.000000,6.960000,0.030000
Capistrano,12b,46,31,,15,3,18.000000,Douglas,True,0.020000,0.145324,20.000000,400.000000,10.670000,0.020000
Capistrano,12b,46,32,,23,4,18.000000,Douglas,True,0.040000,0.337525,20.000000,400.000000,6.960000,0.030000
Capistrano,12b,46,33,,12,2,18.000000,Douglas,True,0.010000,0.093054,20.000000,400.000000,13.330000,0.010000
