Compresa,Particella,Area saggio,n,poll,D(cm),Classe diametrica,h(m),Genere,Fustaia,G(m2),V(m3),Ipr(mm),c(1/a),Pv(%/a),PvxV(m3/a)
Fabrizia,8,23,5,,45,9,26.244000,Pino Nero,True,0.160000,1.886980,18.000000,200.000000,1.600000,0.040000
Fabrizia,8,23,6,,27,5,21.852000,Faggio,True,0.060000,0.621528,22.000000,200.000000,3.260000,0.030000
Fabrizia,8,23,7,,41,8,25.568000,Pino Nero,True,0.130000,1.535369,18.000000,200.000000,1.760000,0.030000
Fabrizia,8,23,8,,72,14,28.000000,Douglas,True,0.410000,4.919548,18.000000,200.000000,1.000000,0.060000
Fabrizia,8,23,9,,12,2,6.528000,Abete,True,0.010000,0.038521,18.000000,200.000000,6.000000,0.000000
Fabrizia,8,23,10,,54,11,27.567000,Pino Nero,True,0.230000,2.824325,18.000000,200.000000,1.330000,0.040000
Fabrizia,8,23,11,,43,8,25.930000,Faggio,True,0.150000,1.868972,22.000000,200.000000,2.050000,0.040000
Fabrizia,8,23,12,,53,10,28.000000,Douglas,True,0.220000,2.679085,18.000000,200.000000,1.360000,0.040000
Fabrizia,8,23,13,,39,8,25.074000,Faggio,True,0.120000,1.486841,22.000000,200.000000,2.260000,0.040000
Fabrizia,8,23,14,,64,13,28.000000,Douglas,True,0.320000,3.894038,18.000000,200.000000,1.130000,0.050000
Fabrizia,8,23,15,,50,10,28.000000,Douglas,True,0.200000,2.386945,18.000000,200.000000,1.440000,0.040000
Fabrizia,8,23,16,,37,7,24.613000,Faggio,True,0.110000,1.313745,22.000000,200.000000,2.380000,0.040000
Fabrizia,8,23,17,,47,9,26.560000,Pino Nero,True,0.170000,2.077663,18.000000,200.000000,1.530000,0.040000
Fabrizia,8,23,18,,45,9,26.244000,Pino Nero,True,0.160000,1.886980,18.000000,200.000000,1.600000,0.040000
Fabrizia,8,23,19,,50,10,27.009000,Pino Nero,True,0.200000,2.382453,18.000000,200.000000,1.440000,0.040000
Fabrizia,8,23,20,,51,10,27.153000,Pino Nero,True,0.200000,2.489132,18.000000,200.000000,1.410000,0.040000
Fabrizia,8,23,21,,83,16,31.692000,Faggio,True,0.540000,8.507891,22.000000,200.000000,1.060000,0.080000
Fabrizia,8,23,22,,21,4,14.216000,Abete,True,0.030000,0.243752,18.000000,200.000000,3.430000,0.010000
Fabrizia,8,23,23,,74,15,29.854000,Pino Nero,True,0.430000,5.661867,18.000000,200.000000,0.970000,0.060000
Fabrizia,8,23,24,,31,6,23.062000,Faggio,True,0.080000,0.864377,22.000000,200.000000,2.840000,0.030000
Fabrizia,8,23,25,,43,8,25.914000,Pino Nero,True,0.150000,1.706259,18.000000,200.000000,1.670000,0.030000
Fabrizia,8,23,26,,48,9,26.713000,Pino Nero,True,0.180000,2.176758,18.000000,200.000000,1.500000,0.040000
Fabrizia,8,23,27,,48,9,26.894000,Faggio,True,0.180000,2.415230,22.000000,200.000000,1.830000,0.050000
Fabrizia,8,23,28,,37,7,24.613000,Faggio,True,0.110000,1.313745,22.000000,200.000000,2.380000,0.040000
Fabrizia,8,23,29,,48,9,26.894000,Faggio,True,0.180000,2.415230,22.000000,200.000000,1.830000,0.050000
Fabrizia,8,23,30,,51,10,27.153000,Pino Nero,True,0.200000,2.489132,18.000000,200.000000,1.410000,0.040000
Fabrizia,8,23,31,,34,7,23.872000,Faggio,True,0.090000,1.076091,22.000000,200.000000,2.590000,0.030000
Fabrizia,8,23,32,,44,9,26.131000,Faggio,True,0.150000,1.972036,22.000000,200.000000,2.000000,0.040000
Fabrizia,8,23,33,,44,9,26.081000,Pino Nero,True,0.150000,1.795391,18.000000,200.000000,1.640000,0.030000
Fabrizia,8,23,34,,48,9,26.894000,Faggio,True,0.180000,2.415230,22.000000,200.000000,1.830000,0.050000
Fabrizia,8,23,35,,51,10,27.153000,Pino Nero,True,0.200000,2.489132,18.000000,200.000000,1.410000,0.040000
Fabrizia,9a,32,1,,82,16,32.931000,Abete,True,0.530000,8.408859,25.000000,200.000000,1.220000,0.080000
Fabrizia,9a,32,2,,64,13,29.526000,Abete,True,0.320000,4.599549,25.000000,200.000000,1.560000,0.060000
Fabrizia,9a,32,3,,54,11,27.191000,Abete,True,0.230000,3.019703,25.000000,200.000000,1.850000,0.050000
Fabrizia,9a,32,4,,52,10,26.673000,Abete,True,0.210000,2.747803,25.000000,200.000000,1.920000,0.050000
Fabrizia,9a,32,5,,47,9,25.284000,Abete,True,0.170000,2.130161,25.000000,200.000000,2.130000,0.050000
Fabrizia,9a,32,6,,37,7,21.997000,Abete,True,0.110000,1.152327,25.000000,200.000000,2.700000,0.040000
Fabrizia,9a,32,7,,56,11,27.691000,Abete,True,0.250000,3.306164,25.000000,200.000000,1.790000,0.050000
Fabrizia,9a,32,8,,38,7,22.364000,Abete,True,0.110000,1.235198,25.000000,200.000000,2.630000,0.040000
Fabrizia,9a,32,9,,39,8,22.721000,Abete,True,0.120000,1.321297,25.000000,200.000000,2.560000,0.040000
Fabrizia,9a,32,10,,61,12,28.866000,Abete,True,0.290000,4.086501,25.000000,200.000000,1.640000,0.060000
Fabrizia,9a,32,11,,53,10,26.935000,Abete,True,0.220000,2.882014,25.000000,200.000000,1.890000,0.050000
Fabrizia,9a,32,12,,36,7,21.621000,Abete,True,0.100000,1.072734,25.000000,200.000000,2.780000,0.040000
Fabrizia,9a,32,13,,39,8,22.721000,Abete,True,0.120000,1.321297,25.000000,200.000000,2.560000,0.040000
Fabrizia,9a,32,14,,34,7,20.836000,Abete,True,0.090000,0.923073,25.000000,200.000000,2.940000,0.030000
Fabrizia,9a,32,15,,48,9,25.573000,Abete,True,0.180000,2.246635,25.000000,200.000000,2.080000,0.050000
Fabrizia,9a,32,16,,43,8,24.062000,Abete,True,0.150000,1.698681,25.000000,200.000000,2.330000,0.040000
Fabrizia,9a,32,17,,53,10,26.935000,Abete,True,0.220000,2.882014,25.000000,200.000000,1.890000,0.050000
Fabrizia,9a,32,18,,49,10,25.857000,Abete,True,0.190000,2.366689,25.000000,200.000000,2.040000,0.050000
Fabrizia,9a,32,19,,58,11,28.173000,Abete,True,0.260000,3.607192,25.000000,200.000000,1.720000,0.060000
Fabrizia,9a,32,20,,46,9,24.989000,Abete,True,0.170000,2.017175,25.000000,200.000000,2.170000,0.050000
Fabrizia,9a,32,21,,80,16,32.591000,Abete,True,0.500000,7.922033,25.000000,200.000000,1.250000,0.080000
Fabrizia,9a,32,22,,32,6,20.003000,Abete,True,0.080000,0.785938,25.000000,200.000000,3.130000,0.030000
Fabrizia,9a,32,23,,75,15,31.705000,Abete,True,0.440000,6.775808,25.000000,200.000000,1.330000,0.070000
Fabrizia,9a,32,24,,57,11,25.000000,Ontano,True,0.260000,2.798820,25.000000,200.000000,1.750000,0.060000
Fabrizia,9a,34,1,,18,3,19.594000,Pino Nero,True,0.030000,0.243222,20.000000,200.000000,4.440000,0.010000
Fabrizia,9a,34,2,,77,15,30.143000,Pino Nero,True,0.470000,6.180252,20.000000,200.000000,1.040000,0.060000
Fabrizia,9a,34,3,,8,1,5.000000,Castagno,True,0.010000,0.015645,25.000000,200.000000,12.500000,0.000000
Fabrizia,9a,34,4,,8,1,5.000000,Castagno,True,0.010000,0.015645,25.000000,200.000000,12.500000,0.000000
Fabrizia,9a,34,5,,55,11,27.701000,Pino Nero,True,0.240000,2.941297,20.000000,200.000000,1.450000,0.040000
Fabrizia,9a,34,6,,53,10,27.432000,Pino Nero,True,0.220000,2.710072,20.000000,200.000000,1.510000,0.040000
Fabrizia,9a,34,7,,12,2,5.000000,Castagno,True,0.010000,0.033233,25.000000,200.000000,8.330000,0.000000
Fabrizia,9a,34,8,,55,11,27.701000,Pino Nero,True,0.240000,2.941297,20.000000,200.000000,1.450000,0.040000
Fabrizia,9a,34,9,,56,11,27.831000,Pino Nero,True,0.250000,3.060688,20.000000,200.000000,1.430000,0.050000
Fabrizia,9a,34,10,,48,9,26.713000,Pino Nero,True,0.180000,2.176758,20.000000,200.000000,1.670000,0.040000
Fabrizia,9a,34,11,,66,13,29.024000,Pino Nero,True,0.340000,4.399283,20.000000,200.000000,1.210000,0.050000
Fabrizia,9a,34,12,,57,11,27.960000,Pino Nero,True,0.260000,3.182806,20.000000,200.000000,1.400000,0.050000
Fabrizia,9a,34,13,,67,13,29.133000,Pino Nero,True,0.350000,4.547673,20.000000,200.000000,1.190000,0.050000
Fabrizia,9a,34,14,,62,12,28.570000,Pino Nero,True,0.300000,3.832228,20.000000,200.000000,1.290000,0.050000
Fabrizia,9a,34,15,,66,13,29.024000,Pino Nero,True,0.340000,4.399283,20.000000,200.000000,1.210000,0.050000
Fabrizia,9a,34,16,,10,2,4.000000,Castagno,True,0.010000,0.020056,25.000000,200.000000,10.000000,0.000000
Fabrizia,9a,34,17,,55,11,27.701000,Pino Nero,True,0.240000,2.941297,20.000000,200.000000,1.450000,0.040000
Fabrizia,9a,34,18,,58,11,28.086000,Pino Nero,True,0.260000,3.307441,20.000000,200.000000,1.380000,0.050000
Fabrizia,9a,34,19,,62,12,28.570000,Pino Nero,True,0.300000,3.832228,20.000000,200.000000,1.290000,0.050000
Fabrizia,9a,34,20,,52,10,27.293000,Pino Nero,True,0.210000,2.598249,20.000000,200.000000,1.540000,0.040000
Fabrizia,9a,36,1,,35,7,24.420000,Pino Nero,True,0.100000,1.080908,20.000000,200.000000,2.290000,0.030000
Fabrizia,9a,36,2,,40,8,25.389000,Pino Nero,True,0.130000,1.453610,20.000000,200.000000,2.000000,0.030000
Fabrizia,9a,36,3,,41,8,25.568000,Pino Nero,True,0.130000,1.535369,20.000000,200.000000,1.950000,0.030000
Fabrizia,9a,36,4,,45,9,26.244000,Pino Nero,True,0.160000,1.886980,20.000000,200.000000,1.780000,0.040000
Fabrizia,9a,36,5,,25,5,21.978000,Pino Nero,True,0.050000,0.510690,20.000000,200.000000,3.200000,0.020000
Fabrizia,9a,36,6,,41,8,25.568000,Pino Nero,True,0.130000,1.535369,20.000000,200.000000,1.950000,0.030000
Fabrizia,9a,36,7,,44,9,26.081000,Pino Nero,True,0.150000,1.795391,20.000000,200.000000,1.820000,0.040000
Fabrizia,9a,36,8,,30,6,23.301000,Pino Nero,True,0.070000,0.767219,20.000000,200.000000,2.670000,0.030000
Fabrizia,9a,36,9,,34,7,24.210000,Pino Nero,True,0.090000,1.013520,20.000000,200.000000,2.350000,0.030000
Fabrizia,9a,36,10,,28,5,22.801000,Pino Nero,True,0.060000,0.657882,20.000000,200.000000,2.860000,0.020000
Fabrizia,9a,36,11,,40,8,25.389000,Pino Nero,True,0.130000,1.453610,20.000000,200.000000,2.000000,0.030000
Fabrizia,9a,36,12,,32,6,23.770000,Pino Nero,True,0.080000,0.885742,20.000000,200.000000,2.500000,0.030000
Fabrizia,9a,36,13,,39,8,25.206000,Pino Nero,True,0.120000,1.374304,20.000000,200.000000,2.050000,0.030000
Fabrizia,9a,36,14,,41,8,25.568000,Pino Nero,True,0.130000,1.535369,20.000000,200.000000,1.950000,0.030000
Fabrizia,9a,36,15,,31,6,23.539000,Pino Nero,True,0.080000,0.825319,20.000000,200.000000,2.580000,0.030000
Fabrizia,9a,36,16,,43,8,25.914000,Pino Nero,True,0.150000,1.706259,20.000000,200.000000,1.860000,0.040000
Fabrizia,9a,36,17,,46,9,24.989000,Abete,True,0.170000,2.017175,22.000000,200.000000,1.910000,0.010000
Fabrizia,9a,36,18,,17,3,11.313000,Abete,True,0.020000,0.128654,22.000000,200.000000,5.180000,0.000000
Fabrizia,9a,36,19,,44,9,26.081000,Pino Nero,True,0.150000,1.795391,20.000000,200.000000,1.820000,0.040000
Fabrizia,9a,36,20,,36,7,24.625000,Pino Nero,True,0.100000,1.150696,20.000000,200.000000,2.220000,0.030000
Fabrizia,9a,36,21,,28,5,22.801000,Pino Nero,True,0.060000,0.657882,20.000000,200.000000,2.860000,0.020000
Fabrizia,9a,36,22,,24,5,21.682000,Pino Nero,True,0.050000,0.466058,20.000000,200.000000,3.330000,0.020000
Fabrizia,9a,36,23,,32,6,23.770000,Pino Nero,True,0.080000,0.885742,20.000000,200.000000,2.500000,0.030000
Fabrizia,9a,36,24,,24,5,21.682000,Pino Nero,True,0.050000,0.466058,20.000000,200.000000,3.330000,0.020000
Fabrizia,9a,36,25,,41,8,25.568000,Pino Nero,True,0.130000,1.535369,20.000000,200.000000,1.950000,0.030000
Fabrizia,9a,36,26,,40,8,25.389000,Pino Nero,True,0.130000,1.453610,20.000000,200.000000,2.000000,0.030000
Fabrizia,9a,36,27,,36,7,24.625000,Pino Nero,True,0.100000,1.150696,20.000000,200.000000,2.220000,0.030000
Fabrizia,9a,36,28,,24,5,21.682000,Pino Nero,True,0.050000,0.466058,20.000000,200.000000,3.330000,0.020000
Fabrizia,9a,36,29,,26,5,22.263000,Pino Nero,True,0.050000,0.557534,20.000000,200.000000,3.080000,0.020000
Fabrizia,9a,36,30,,28,5,22.801000,Pino Nero,True,0.060000,0.657882,20.000000,200.000000,2.860000,0.020000
Fabrizia,9a,36,31,,28,5,22.801000,Pino Nero,True,0.060000,0.657882,20.000000,200.000000,2.860000,0.020000
Fabrizia,9a,36,32,,32,6,23.770000,Pino Nero,True,0.080000,0.885742,20.000000,200.000000,2.500000,0.030000
Fabrizia,9a,36,33,,38,7,25.017000,Pino Nero,True,0.110000,1.297348,20.000000,200.000000,2.110000,0.030000
Fabrizia,9a,36,34,,24,5,21.682000,Pino Nero,True,0.050000,0.466058,20.000000,200.000000,3.330000,0.020000
Fabrizia,9a,36,35,,40,8,25.389000,Pino Nero,True,0.130000,1.453610,20.000000,200.000000,2.000000,0.030000
Fabrizia,9a,36,36,,24,5,21.682000,Pino Nero,True,0.050000,0.466058,20.000000,200.000000,3.330000,0.020000
Fabrizia,9b,33,1,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,1,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,1,3,7,1,6.000000,Castagno,False,0.000000,0.013951,,,2.000000,0.000000
Fabrizia,9b,33,2,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,2,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,2,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,3,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,3,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,3,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,3,mat,16,3,8.000000,Castagno,False,0.020000,0.084716,,,2.000000,0.000000
Fabrizia,9b,33,4,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,4,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,5,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,5,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,5,3,7,1,6.000000,Castagno,False,0.000000,0.013951,,,2.000000,0.000000
Fabrizia,9b,33,6,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,6,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,6,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,7,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,7,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,7,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,7,mat,14,3,6.000000,Castagno,False,0.020000,0.051377,,,2.000000,0.000000
Fabrizia,9b,33,8,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,8,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,8,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,8,4,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,8,mat,16,3,6.000000,Castagno,False,0.020000,0.066015,,,2.000000,0.000000
Fabrizia,9b,33,9,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,9,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,10,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,10,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,10,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,10,4,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,11,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,11,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,11,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,12,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,12,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,12,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,12,4,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,13,1,7,1,6.000000,Castagno,False,0.000000,0.013951,,,2.000000,0.000000
Fabrizia,9b,33,13,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,13,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,14,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,14,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,14,3,7,1,6.000000,Castagno,False,0.000000,0.013951,,,2.000000,0.000000
Fabrizia,9b,33,14,4,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,15,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,15,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,15,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,15,4,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,15,5,7,1,6.000000,Castagno,False,0.000000,0.013951,,,2.000000,0.000000
Fabrizia,9b,33,16,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,16,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,16,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,16,4,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,17,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,17,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,18,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,18,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,18,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,19,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,19,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,19,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,20,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,20,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,21,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,21,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,21,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,21,4,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,22,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,22,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,23,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,23,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,23,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,23,mat,15,3,6.000000,Castagno,False,0.020000,0.058477,,,2.000000,0.000000
Fabrizia,9b,33,24,1,5,1,6.000000,Castagno,False,0.000000,0.007202,,,2.000000,0.000000
Fabrizia,9b,33,24,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,24,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,25,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,25,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,25,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,25,4,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,26,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,26,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,26,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,26,4,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,27,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,27,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,27,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,28,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,28,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,28,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,28,4,5,1,6.000000,Castagno,False,0.000000,0.007202,,,2.000000,0.000000
Fabrizia,9b,33,29,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,29,2,7,1,6.000000,Castagno,False,0.000000,0.013951,,,2.000000,0.000000
Fabrizia,9b,33,29,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,29,4,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,29,5,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,33,29,6,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,30,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,33,30,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,1,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,1,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,1,3,7,1,6.000000,Castagno,False,0.000000,0.013951,,,2.000000,0.000000
Fabrizia,9b,35,1,mat,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,2,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,2,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,2,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,3,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,3,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,3,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,3,,8,1,6.000000,Castagno,True,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,4,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,4,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,4,mat,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,5,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,5,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,5,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,6,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,6,2,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,6,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,7,1,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,7,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,7,3,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,7,,14,3,6.000000,Castagno,True,0.020000,0.051377,,,2.000000,0.000000
Fabrizia,9b,35,8,1,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
Fabrizia,9b,35,8,2,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,8,3,6,1,6.000000,Castagno,False,0.000000,0.010357,,,2.000000,0.000000
Fabrizia,9b,35,8,4,8,1,6.000000,Castagno,False,0.010000,0.017982,,,2.000000,0.000000
