Compresa,Particella,Area saggio,n,poll,D(cm),Classe diametrica,h(m),Genere,Fustaia,G(m2),V(m3),Ipr(mm),c(1/a),Pv(%/a),PvxV(m3/a)
Fabrizia,2,11,14,,28,5,22.170508,Faggio,True,0.060000,0.678089,15.000000,200.000000,2.140000,0.020000
Fabrizia,2,11,15,,35,7,24.125848,Faggio,True,0.100000,1.152390,15.000000,200.000000,1.710000,0.020000
Fabrizia,2,11,16,,10,2,4.022865,Abete,True,0.010000,0.017376,10.000000,200.000000,4.000000,0.000000
Fabrizia,2,11,17,,10,2,4.022865,Abete,True,0.010000,0.017376,10.000000,200.000000,4.000000,0.000000
Fabrizia,2,11,18,,39,8,25.074092,Faggio,True,0.120000,1.486847,15.000000,200.000000,1.540000,0.030000
Fabrizia,2,11,19,,29,6,22.478003,Faggio,True,0.070000,0.737406,15.000000,200.000000,2.070000,0.020000
Fabrizia,2,11,20,,9,2,2.575370,Abete,True,0.010000,0.009649,10.000000,200.000000,4.440000,0.000000
Fabrizia,2,11,21,,31,6,23.062400,Faggio,True,0.080000,0.864391,15.000000,200.000000,1.940000,0.020000
Fabrizia,2,11,22,,50,10,27.251284,Faggio,True,0.200000,2.655427,15.000000,200.000000,1.200000,0.030000
Fabrizia,2,11,23,,32,6,23.340604,Faggio,True,0.080000,0.932105,15.000000,200.000000,1.880000,0.020000
Fabrizia,2,11,24,,8,1,0.957208,Abete,True,0.010000,0.003675,10.000000,200.000000,5.000000,0.000000
Fabrizia,2,11,25,,39,8,25.074092,Faggio,True,0.120000,1.486847,15.000000,200.000000,1.540000,0.030000
Fabrizia,2,11,26,,8,1,0.957208,Abete,True,0.010000,0.003675,10.000000,200.000000,5.000000,0.000000
Fabrizia,2,11,27,,34,7,23.871839,Faggio,True,0.090000,1.076084,15.000000,200.000000,1.760000,0.020000
Fabrizia,2,11,28,,31,6,23.062400,Faggio,True,0.080000,0.864391,15.000000,200.000000,1.940000,0.020000
Fabrizia,2,11,29,,42,8,25.723478,Faggio,True,0.140000,1.768896,15.000000,200.000000,1.430000,0.030000
Fabrizia,2,11,30,,28,5,22.170508,Faggio,True,0.060000,0.678089,15.000000,200.000000,2.140000,0.020000
Fabrizia,2,11,31,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,11,32,,36,7,24.372701,Faggio,True,0.100000,1.231600,15.000000,200.000000,1.670000,0.020000
Fabrizia,2,11,33,,39,8,25.074092,Faggio,True,0.120000,1.486847,15.000000,200.000000,1.540000,0.030000
Fabrizia,2,11,34,,8,1,0.957208,Abete,True,0.010000,0.003675,10.000000,200.000000,5.000000,0.000000
Fabrizia,2,11,35,,8,1,0.957208,Abete,True,0.010000,0.003675,10.000000,200.000000,5.000000,0.000000
Fabrizia,2,11,36,,37,7,24.612790,Faggio,True,0.110000,1.313734,15.000000,200.000000,1.620000,0.020000
Fabrizia,2,11,37,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,11,38,,30,6,22.775072,Faggio,True,0.070000,0.799499,15.000000,200.000000,2.000000,0.020000
Fabrizia,2,11,39,,39,8,25.074092,Faggio,True,0.120000,1.486847,15.000000,200.000000,1.540000,0.030000
Fabrizia,2,11,40,,24,5,20.819732,Faggio,True,0.050000,0.468086,15.000000,200.000000,2.500000,0.020000
Fabrizia,2,11,41,,32,6,23.340604,Faggio,True,0.080000,0.932105,15.000000,200.000000,1.880000,0.020000
Fabrizia,2,11,42,,8,1,0.957208,Abete,True,0.010000,0.003675,10.000000,200.000000,5.000000,0.000000
Fabrizia,2,11,43,,52,10,27.594963,Faggio,True,0.210000,2.908254,15.000000,200.000000,1.150000,0.030000
Fabrizia,2,11,44,,38,7,24.846476,Faggio,True,0.110000,1.398810,15.000000,200.000000,1.580000,0.030000
Fabrizia,2,11,45,,31,6,23.062400,Faggio,True,0.080000,0.864391,15.000000,200.000000,1.940000,0.020000
Fabrizia,2,11,46,,43,8,25.929668,Faggio,True,0.150000,1.868948,15.000000,200.000000,1.400000,0.030000
Fabrizia,2,11,47,,29,6,22.478003,Faggio,True,0.070000,0.737406,15.000000,200.000000,2.070000,0.020000
Fabrizia,2,11,48,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,11,49,,13,2,7.627357,Abete,True,0.010000,0.052125,10.000000,200.000000,3.080000,0.000000
Fabrizia,2,11,50,,48,9,26.893573,Faggio,True,0.180000,2.415192,15.000000,200.000000,1.250000,0.030000
Fabrizia,2,11,51,,32,6,23.340604,Faggio,True,0.080000,0.932105,15.000000,200.000000,1.880000,0.020000
Fabrizia,2,11,52,,18,3,12.098172,Abete,True,0.030000,0.153660,15.000000,200.000000,3.330000,0.000000
Fabrizia,2,11,53,,10,2,4.022865,Abete,True,0.010000,0.017376,15.000000,200.000000,6.000000,0.000000
Fabrizia,2,11,54,,34,7,23.871839,Faggio,True,0.090000,1.076084,15.000000,200.000000,1.760000,0.020000
Fabrizia,2,11,55,,42,8,25.723478,Faggio,True,0.140000,1.768896,15.000000,200.000000,1.430000,0.030000
Fabrizia,2,12,1,,36,7,24.372701,Faggio,True,0.100000,1.231600,22.000000,200.000000,2.440000,0.030000
Fabrizia,2,12,2,,32,6,23.340604,Faggio,True,0.080000,0.932105,22.000000,200.000000,2.750000,0.030000
Fabrizia,2,12,3,,35,7,24.125848,Faggio,True,0.100000,1.152390,22.000000,200.000000,2.510000,0.030000
Fabrizia,2,12,4,,8,1,0.957208,Abete,True,0.010000,0.003675,20.000000,400.000000,20.000000,0.000000
Fabrizia,2,12,5,,30,6,22.775072,Faggio,True,0.070000,0.799499,22.000000,200.000000,2.930000,0.020000
Fabrizia,2,12,6,,35,7,24.125848,Faggio,True,0.100000,1.152390,22.000000,200.000000,2.510000,0.030000
Fabrizia,2,12,7,,39,8,25.074092,Faggio,True,0.120000,1.486847,22.000000,200.000000,2.260000,0.030000
Fabrizia,2,12,8,,9,2,2.575370,Abete,True,0.010000,0.009649,20.000000,400.000000,17.780000,0.000000
Fabrizia,2,12,9,,26,5,21.521123,Faggio,True,0.050000,0.567685,22.000000,400.000000,6.770000,0.040000
Fabrizia,2,12,10,,40,8,25.295944,Faggio,True,0.130000,1.577862,22.000000,200.000000,2.200000,0.030000
Fabrizia,2,12,11,,42,8,25.723478,Faggio,True,0.140000,1.768896,22.000000,200.000000,2.100000,0.030000
Fabrizia,2,12,12,,8,1,0.957208,Abete,True,0.010000,0.003675,20.000000,400.000000,20.000000,0.000000
Fabrizia,2,12,13,,39,8,25.074092,Faggio,True,0.120000,1.486847,22.000000,200.000000,2.260000,0.030000
Fabrizia,2,12,14,,40,8,25.295944,Faggio,True,0.130000,1.577862,22.000000,200.000000,2.200000,0.030000
Fabrizia,2,12,15,,32,6,23.340604,Faggio,True,0.080000,0.932105,22.000000,200.000000,2.750000,0.030000
Fabrizia,2,12,16,,10,2,4.022865,Abete,True,0.010000,0.017376,20.000000,400.000000,16.000000,0.000000
Fabrizia,2,12,17,,40,8,25.295944,Faggio,True,0.130000,1.577862,22.000000,200.000000,2.200000,0.030000
Fabrizia,2,12,18,,39,8,25.074092,Faggio,True,0.120000,1.486847,22.000000,200.000000,2.260000,0.030000
Fabrizia,2,12,19,,21,4,19.649637,Faggio,True,0.030000,0.338462,22.000000,400.000000,8.380000,0.030000
Fabrizia,2,12,20,,39,8,25.074092,Faggio,True,0.120000,1.486847,22.000000,200.000000,2.260000,0.030000
Fabrizia,2,12,21,,47,9,26.709088,Faggio,True,0.170000,2.299761,22.000000,200.000000,1.870000,0.040000
Fabrizia,2,12,22,,43,8,25.929668,Faggio,True,0.150000,1.868948,22.000000,200.000000,2.050000,0.040000
Fabrizia,2,12,23,,42,8,25.723478,Faggio,True,0.140000,1.768896,22.000000,200.000000,2.100000,0.030000
Fabrizia,2,12,24,,41,8,25.512318,Faggio,True,0.130000,1.671873,22.000000,200.000000,2.150000,0.030000
Fabrizia,2,12,25,,40,8,25.295944,Faggio,True,0.130000,1.577862,22.000000,200.000000,2.200000,0.030000
Fabrizia,2,12,26,,8,1,0.957208,Abete,True,0.010000,0.003675,20.000000,400.000000,20.000000,0.000000
Fabrizia,2,12,27,,9,2,2.575370,Abete,True,0.010000,0.009649,20.000000,400.000000,17.780000,0.000000
Fabrizia,2,12,28,,32,6,23.340604,Faggio,True,0.080000,0.932105,22.000000,200.000000,2.750000,0.030000
Fabrizia,2,12,29,,40,8,25.295944,Faggio,True,0.130000,1.577862,22.000000,200.000000,2.200000,0.030000
Fabrizia,2,12,30,,10,2,4.022865,Abete,True,0.010000,0.017376,20.000000,400.000000,16.000000,0.000000
Fabrizia,2,12,31,,34,7,23.871839,Faggio,True,0.090000,1.076084,22.000000,200.000000,2.590000,0.030000
Fabrizia,2,12,32,,39,8,25.074092,Faggio,True,0.120000,1.486847,22.000000,200.000000,2.260000,0.030000
Fabrizia,2,12,33,,8,1,0.957208,Abete,True,0.010000,0.003675,20.000000,400.000000,20.000000,0.000000
Fabrizia,2,12,34,,28,5,22.170508,Faggio,True,0.060000,0.678089,22.000000,400.000000,6.290000,0.050000
Fabrizia,2,12,35,,39,8,25.074092,Faggio,True,0.120000,1.486847,22.000000,200.000000,2.260000,0.030000
Fabrizia,2,12,36,,33,6,23.610247,Faggio,True,0.090000,1.002662,22.000000,200.000000,2.670000,0.030000
Fabrizia,2,12,37,,8,1,0.957208,Abete,True,0.010000,0.003675,20.000000,400.000000,20.000000,0.000000
Fabrizia,2,12,38,,37,7,24.612790,Faggio,True,0.110000,1.313734,22.000000,200.000000,2.380000,0.030000
Fabrizia,2,12,39,,33,6,23.610247,Faggio,True,0.090000,1.002662,22.000000,200.000000,2.670000,0.030000
Fabrizia,2,12,40,,38,7,24.846476,Faggio,True,0.110000,1.398810,22.000000,200.000000,2.320000,0.030000
Fabrizia,2,12,41,,51,10,27.424808,Faggio,True,0.200000,2.780260,22.000000,200.000000,1.730000,0.040000
Fabrizia,2,12,42,,33,6,23.610247,Faggio,True,0.090000,1.002662,22.000000,200.000000,2.670000,0.030000
Fabrizia,2,12,43,,36,7,24.372701,Faggio,True,0.100000,1.231600,22.000000,200.000000,2.440000,0.030000
Fabrizia,2,12,44,,38,7,24.846476,Faggio,True,0.110000,1.398810,22.000000,200.000000,2.320000,0.030000
Fabrizia,2,12,45,,25,5,21.177443,Faggio,True,0.050000,0.516548,22.000000,400.000000,7.040000,0.040000
Fabrizia,2,12,46,,12,2,6.527690,Abete,True,0.010000,0.038519,20.000000,400.000000,13.330000,0.000000
Fabrizia,2,12,47,,27,5,21.851830,Faggio,True,0.060000,0.621523,22.000000,400.000000,6.520000,0.040000
Fabrizia,2,12,48,,28,5,22.170508,Faggio,True,0.060000,0.678089,22.000000,400.000000,6.290000,0.050000
Fabrizia,2,12,49,,32,6,23.340604,Faggio,True,0.080000,0.932105,22.000000,200.000000,2.750000,0.030000
Fabrizia,2,12,50,,36,7,24.372701,Faggio,True,0.100000,1.231600,22.000000,200.000000,2.440000,0.030000
Fabrizia,2,12,51,,38,7,24.846476,Faggio,True,0.110000,1.398810,22.000000,200.000000,2.320000,0.030000
Fabrizia,2,12,52,,34,7,23.871839,Faggio,True,0.090000,1.076084,22.000000,200.000000,2.590000,0.030000
Fabrizia,2,13,1,,45,9,26.328041,Faggio,True,0.160000,2.078203,22.000000,200.000000,1.960000,0.050000
Fabrizia,2,13,2,,64,13,29.414445,Faggio,True,0.320000,4.695376,22.000000,200.000000,1.380000,0.060000
Fabrizia,2,13,3,,42,8,25.723478,Faggio,True,0.140000,1.768896,22.000000,200.000000,2.100000,0.040000
Fabrizia,2,13,4,,50,10,27.251284,Faggio,True,0.200000,2.655427,22.000000,200.000000,1.760000,0.050000
Fabrizia,2,13,5,,34,7,23.871839,Faggio,True,0.090000,1.076084,22.000000,200.000000,2.590000,0.030000
Fabrizia,2,13,6,,38,7,24.846476,Faggio,True,0.110000,1.398810,22.000000,200.000000,2.320000,0.040000
Fabrizia,2,13,7,,45,9,26.328041,Faggio,True,0.160000,2.078203,22.000000,200.000000,1.960000,0.050000
Fabrizia,2,13,8,,21,4,19.649637,Faggio,True,0.030000,0.338462,22.000000,400.000000,8.380000,0.040000
Fabrizia,2,13,9,,40,8,25.295944,Faggio,True,0.130000,1.577862,22.000000,200.000000,2.200000,0.040000
Fabrizia,2,13,10,,28,5,22.170508,Faggio,True,0.060000,0.678089,22.000000,400.000000,6.290000,0.060000
Fabrizia,2,13,11,,39,8,25.074092,Faggio,True,0.120000,1.486847,22.000000,200.000000,2.260000,0.040000
Fabrizia,2,13,12,,8,1,0.957208,Abete,True,0.010000,0.003675,20.000000,400.000000,20.000000,0.000000
Fabrizia,2,13,13,,33,6,23.610247,Faggio,True,0.090000,1.002662,22.000000,200.000000,2.670000,0.030000
Fabrizia,2,13,14,,36,7,24.372701,Faggio,True,0.100000,1.231600,22.000000,200.000000,2.440000,0.040000
Fabrizia,2,13,15,,38,7,24.846476,Faggio,True,0.110000,1.398810,22.000000,200.000000,2.320000,0.040000
Fabrizia,2,13,16,,52,10,27.594963,Faggio,True,0.210000,2.908254,22.000000,200.000000,1.690000,0.050000
Fabrizia,2,13,17,,48,9,26.893573,Faggio,True,0.180000,2.415192,22.000000,200.000000,1.830000,0.050000
Fabrizia,2,13,18,,79,16,31.259561,Faggio,True,0.490000,7.602529,22.000000,200.000000,1.110000,0.080000
Fabrizia,2,13,19,,35,7,24.125848,Faggio,True,0.100000,1.152390,22.000000,200.000000,2.510000,0.040000
Fabrizia,2,13,20,,41,8,25.512318,Faggio,True,0.130000,1.671873,22.000000,200.000000,2.150000,0.040000
Fabrizia,2,13,21,,38,7,24.846476,Faggio,True,0.110000,1.398810,22.000000,200.000000,2.320000,0.040000
Fabrizia,2,13,22,,49,10,27.074254,Faggio,True,0.190000,2.533742,22.000000,200.000000,1.800000,0.050000
Fabrizia,2,13,23,,10,2,4.022865,Abete,True,0.010000,0.017376,20.000000,400.000000,16.000000,0.020000
Fabrizia,2,14,1,,29,6,22.478003,Faggio,True,0.070000,0.737406,15.000000,200.000000,2.070000,0.020000
Fabrizia,2,14,2,,13,2,7.627357,Abete,True,0.010000,0.052125,12.000000,200.000000,3.690000,0.000000
Fabrizia,2,14,3,,8,1,0.957208,Abete,True,0.010000,0.003675,12.000000,200.000000,6.000000,0.000000
Fabrizia,2,14,4,,10,2,4.022865,Abete,True,0.010000,0.017376,12.000000,200.000000,4.800000,0.000000
Fabrizia,2,14,5,,34,7,23.871839,Faggio,True,0.090000,1.076084,15.000000,200.000000,1.760000,0.020000
Fabrizia,2,14,6,,46,9,26.520636,Faggio,True,0.170000,2.187436,15.000000,200.000000,1.300000,0.030000
Fabrizia,2,14,7,,26,5,21.521123,Faggio,True,0.050000,0.567685,15.000000,200.000000,2.310000,0.020000
Fabrizia,2,14,8,,16,3,10.480010,Abete,True,0.020000,0.106061,12.000000,200.000000,3.000000,0.000000
Fabrizia,2,14,9,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,14,10,,33,6,23.610247,Faggio,True,0.090000,1.002662,15.000000,200.000000,1.820000,0.020000
Fabrizia,2,14,11,,32,6,23.340604,Faggio,True,0.080000,0.932105,15.000000,200.000000,1.880000,0.020000
Fabrizia,2,14,12,,31,6,23.062400,Faggio,True,0.080000,0.864391,15.000000,200.000000,1.940000,0.020000
Fabrizia,2,14,13,,3,0,2.598210,Faggio,True,0.000000,0.001723,15.000000,200.000000,20.000000,0.000000
Fabrizia,2,14,14,,37,7,24.612790,Faggio,True,0.110000,1.313734,15.000000,200.000000,1.620000,0.020000
Fabrizia,2,14,15,,41,8,25.512318,Faggio,True,0.130000,1.671873,15.000000,200.000000,1.460000,0.030000
Fabrizia,2,14,16,,44,9,26.131119,Faggio,True,0.150000,1.972045,15.000000,200.000000,1.360000,0.030000
Fabrizia,2,14,17,,37,7,24.612790,Faggio,True,0.110000,1.313734,15.000000,200.000000,1.620000,0.020000
Fabrizia,2,14,18,,38,7,24.846476,Faggio,True,0.110000,1.398810,15.000000,200.000000,1.580000,0.030000
Fabrizia,2,14,19,,13,2,7.627357,Abete,True,0.010000,0.052125,15.000000,200.000000,4.620000,0.000000
Fabrizia,2,14,20,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,14,21,,42,8,25.723478,Faggio,True,0.140000,1.768896,15.000000,200.000000,1.430000,0.030000
Fabrizia,2,14,22,,12,2,6.527690,Abete,True,0.010000,0.038519,15.000000,200.000000,5.000000,0.000000
Fabrizia,2,14,23,,34,7,23.871839,Faggio,True,0.090000,1.076084,15.000000,200.000000,1.760000,0.020000
Fabrizia,2,14,24,,32,6,23.340604,Faggio,True,0.080000,0.932105,15.000000,200.000000,1.880000,0.020000
Fabrizia,2,14,25,,38,7,24.846476,Faggio,True,0.110000,1.398810,15.000000,200.000000,1.580000,0.030000
Fabrizia,2,14,26,,8,1,0.957208,Abete,True,0.010000,0.003675,15.000000,200.000000,7.500000,0.000000
Fabrizia,2,14,27,,8,1,0.957208,Abete,True,0.010000,0.003675,15.000000,200.000000,7.500000,0.000000
Fabrizia,2,14,28,,8,1,0.957208,Abete,True,0.010000,0.003675,15.000000,200.000000,7.500000,0.000000
Fabrizia,2,14,29,,32,6,23.340604,Faggio,True,0.080000,0.932105,15.000000,200.000000,1.880000,0.020000
Fabrizia,2,14,30,,27,5,21.851830,Faggio,True,0.060000,0.621523,15.000000,200.000000,2.220000,0.020000
Fabrizia,2,14,31,,9,2,2.575370,Abete,True,0.010000,0.009649,12.000000,200.000000,5.330000,0.000000
Fabrizia,2,14,32,,11,2,5.332284,Abete,True,0.010000,0.026967,15.000000,200.000000,5.450000,0.000000
Fabrizia,2,14,33,,26,5,21.521123,Faggio,True,0.050000,0.567685,15.000000,200.000000,2.310000,0.020000
Fabrizia,2,14,34,,36,7,24.372701,Faggio,True,0.100000,1.231600,15.000000,200.000000,1.670000,0.020000
Fabrizia,2,14,35,,34,7,23.871839,Faggio,True,0.090000,1.076084,15.000000,200.000000,1.760000,0.020000
Fabrizia,2,14,36,,21,4,19.649637,Faggio,True,0.030000,0.338462,15.000000,200.000000,2.860000,0.010000
Fabrizia,2,14,37,,29,6,22.478003,Faggio,True,0.070000,0.737406,15.000000,200.000000,2.070000,0.020000
Fabrizia,2,14,38,,39,8,25.074092,Faggio,True,0.120000,1.486847,15.000000,200.000000,1.540000,0.030000
Fabrizia,2,14,39,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,14,40,,37,7,24.612790,Faggio,True,0.110000,1.313734,15.000000,200.000000,1.620000,0.020000
Fabrizia,2,14,41,,31,6,23.062400,Faggio,True,0.080000,0.864391,15.000000,200.000000,1.940000,0.020000
Fabrizia,2,14,42,,37,7,24.612790,Faggio,True,0.110000,1.313734,15.000000,200.000000,1.620000,0.020000
Fabrizia,2,14,43,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,14,44,,17,3,11.312902,Abete,True,0.020000,0.128653,12.000000,200.000000,2.820000,0.000000
Fabrizia,2,14,45,,13,2,7.627357,Abete,True,0.010000,0.052125,12.000000,200.000000,3.690000,0.000000
Fabrizia,2,14,46,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,14,47,,37,7,24.612790,Faggio,True,0.110000,1.313734,15.000000,200.000000,1.620000,0.020000
Fabrizia,2,14,48,,28,5,22.170508,Faggio,True,0.060000,0.678089,15.000000,200.000000,2.140000,0.020000
Fabrizia,2,14,49,,8,1,0.957208,Abete,True,0.010000,0.003675,15.000000,200.000000,7.500000,0.000000
Fabrizia,2,14,50,,44,9,26.131119,Faggio,True,0.150000,1.972045,15.000000,200.000000,1.360000,0.030000
Fabrizia,2,14,51,,25,5,21.177443,Faggio,True,0.050000,0.516548,15.000000,200.000000,2.400000,0.020000
Fabrizia,2,14,52,,8,1,0.957208,Abete,True,0.010000,0.003675,15.000000,200.000000,7.500000,0.000000
Fabrizia,2,14,53,,9,2,2.575370,Abete,True,0.010000,0.009649,12.000000,200.000000,5.330000,0.000000
Fabrizia,2,14,54,,8,1,0.957208,Abete,True,0.010000,0.003675,12.000000,200.000000,6.000000,0.000000
Fabrizia,2,14,55,,12,2,6.527690,Abete,True,0.010000,0.038519,15.000000,200.000000,5.000000,0.000000
Fabrizia,2,14,56,,28,5,22.170508,Faggio,True,0.060000,0.678089,15.000000,200.000000,2.140000,0.020000
Fabrizia,2,14,57,,36,7,24.372701,Faggio,True,0.100000,1.231600,15.000000,200.000000,1.670000,0.020000
Fabrizia,2,14,58,,10,2,4.022865,Abete,True,0.010000,0.017376,12.000000,200.000000,4.800000,0.000000
Fabrizia,2,14,59,,14,3,8.645489,Abete,True,0.020000,0.067866,12.000000,200.000000,3.430000,0.000000
Fabrizia,2,14,60,,37,7,24.612790,Faggio,True,0.110000,1.313734,15.000000,200.000000,1.620000,0.020000
Fabrizia,2,14,61,,8,1,0.957208,Abete,True,0.010000,0.003675,12.000000,200.000000,6.000000,0.000000
Fabrizia,2,14,62,,36,7,24.372701,Faggio,True,0.100000,1.231600,15.000000,200.000000,1.670000,0.020000
Fabrizia,2,14,63,,35,7,24.125848,Faggio,True,0.100000,1.152390,15.000000,200.000000,1.710000,0.020000
Fabrizia,2,14,64,,44,9,26.131119,Faggio,True,0.150000,1.972045,15.000000,200.000000,1.360000,0.030000
Fabrizia,2,14,65,,38,7,24.846476,Faggio,True,0.110000,1.398810,15.000000,200.000000,1.580000,0.030000
Fabrizia,2,14,66,,35,7,24.125848,Faggio,True,0.100000,1.152390,15.000000,200.000000,1.710000,0.020000
Fabrizia,2,14,67,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,14,68,,42,8,25.723478,Faggio,True,0.140000,1.768896,15.000000,200.000000,1.430000,0.030000
Fabrizia,2,14,69,,31,6,23.062400,Faggio,True,0.080000,0.864391,15.000000,200.000000,1.940000,0.020000
Fabrizia,2,14,70,,8,1,0.957208,Abete,True,0.010000,0.003675,12.000000,200.000000,6.000000,0.000000
Fabrizia,2,14,71,,40,8,25.295944,Faggio,True,0.130000,1.577862,15.000000,200.000000,1.500000,0.030000
Fabrizia,2,14,72,,35,7,24.125848,Faggio,True,0.100000,1.152390,15.000000,200.000000,1.710000,0.020000
Fabrizia,3,17,1,,21,4,19.649637,Faggio,True,0.030000,0.338462,25.000000,200.000000,4.760000,0.020000
Fabrizia,3,17,2,,53,10,27.761877,Faggio,True,0.220000,3.039423,25.000000,200.000000,1.890000,0.060000
Fabrizia,3,17,3,,71,14,38.843356,Douglas,True,0.400000,6.607397,20.000000,200.000000,1.130000,0.060000
Fabrizia,3,17,4,,80,16,40.332672,Douglas,True,0.500000,8.696292,20.000000,200.000000,1.000000,0.070000
Fabrizia,3,17,5,,60,12,36.742716,Douglas,True,0.280000,4.475526,20.000000,200.000000,1.330000,0.050000
Fabrizia,3,17,6,,80,16,40.332672,Douglas,True,0.500000,8.696292,20.000000,200.000000,1.000000,0.070000
Fabrizia,3,17,7,,50,10,34.467544,Douglas,True,0.200000,2.926064,20.000000,200.000000,1.600000,0.040000
Fabrizia,3,17,8,,49,10,34.215436,Douglas,True,0.190000,2.790886,20.000000,200.000000,1.630000,0.040000
Fabrizia,3,17,9,,34,7,23.871839,Faggio,True,0.090000,1.076084,25.000000,200.000000,2.940000,0.040000
Fabrizia,3,17,10,,46,9,26.520636,Faggio,True,0.170000,2.187436,25.000000,200.000000,2.170000,0.050000
Fabrizia,3,17,11,,58,11,28.551844,Faggio,True,0.260000,3.743338,25.000000,200.000000,1.720000,0.060000
Fabrizia,3,17,12,,32,6,23.340604,Faggio,True,0.080000,0.932105,25.000000,200.000000,3.130000,0.040000
Fabrizia,3,17,13,,29,6,22.478003,Faggio,True,0.070000,0.737406,25.000000,200.000000,3.450000,0.030000
Fabrizia,3,17,14,,42,8,25.723478,Faggio,True,0.140000,1.768896,25.000000,200.000000,2.380000,0.050000
Fabrizia,3,17,15,,55,11,28.086459,Faggio,True,0.240000,3.311338,25.000000,200.000000,1.820000,0.060000
Fabrizia,3,17,16,,46,9,26.520636,Faggio,True,0.170000,2.187436,25.000000,200.000000,2.170000,0.050000
Fabrizia,3,17,17,,48,9,26.893573,Faggio,True,0.180000,2.415192,25.000000,200.000000,2.080000,0.050000
Fabrizia,3,17,18,,42,8,28.000000,Ontano,True,0.140000,1.714894,25.000000,200.000000,2.380000,0.050000
Fabrizia,3,17,19,,40,8,25.389280,Pino Nero,True,0.130000,1.453625,18.000000,200.000000,1.800000,0.030000
Fabrizia,3,17,20,,59,12,28.701637,Faggio,True,0.270000,3.893820,25.000000,200.000000,1.690000,0.060000
Fabrizia,3,17,21,,58,11,28.551844,Faggio,True,0.260000,3.743338,25.000000,200.000000,1.720000,0.060000
Fabrizia,3,17,22,,55,11,28.086459,Faggio,True,0.240000,3.311338,25.000000,200.000000,1.820000,0.060000
Fabrizia,3,17,23,,57,11,28.399445,Faggio,True,0.260000,3.596104,25.000000,200.000000,1.750000,0.060000
Fabrizia,3,17,24,,48,9,26.893573,Faggio,True,0.180000,2.415192,25.000000,200.000000,2.080000,0.050000
Fabrizia,3,17,25,,46,9,26.520636,Faggio,True,0.170000,2.187436,25.000000,200.000000,2.170000,0.050000
Fabrizia,3,17,26,,31,6,23.062400,Faggio,True,0.080000,0.864391,25.000000,200.000000,3.230000,0.030000
Fabrizia,3,17,27,,46,9,26.403631,Pino Nero,True,0.170000,1.981067,20.000000,200.000000,1.740000,0.040000
Fabrizia,3,17,28,,52,10,27.293442,Pino Nero,True,0.210000,2.598289,20.000000,200.000000,1.540000,0.050000
Fabrizia,3,17,29,,58,11,28.551844,Faggio,True,0.260000,3.743338,25.000000,200.000000,1.720000,0.060000
Fabrizia,3,17,30,,54,11,27.925671,Faggio,True,0.230000,3.173780,25.000000,200.000000,1.850000,0.060000
Fabrizia,3,17,31,,51,10,27.152511,Pino Nero,True,0.200000,2.489090,18.000000,200.000000,1.410000,0.040000
Fabrizia,3,17,32,,45,9,26.328041,Faggio,True,0.160000,2.078203,25.000000,200.000000,2.220000,0.050000
Fabrizia,3,17,33,,46,9,26.520636,Faggio,True,0.170000,2.187436,25.000000,200.000000,2.170000,0.050000
Fabrizia,3,17,34,,49,10,27.074254,Faggio,True,0.190000,2.533742,25.000000,200.000000,2.040000,0.050000
Fabrizia,3,17,35,,26,5,22.262787,Pino Nero,True,0.050000,0.557529,18.000000,200.000000,2.770000,0.020000
Fabrizia,3,17,36,,40,8,25.295944,Faggio,True,0.130000,1.577862,25.000000,200.000000,2.500000,0.040000
Fabrizia,3,17,37,,37,7,24.612790,Faggio,True,0.110000,1.313734,25.000000,200.000000,2.700000,0.040000
Fabrizia,3,17,38,,46,9,26.520636,Faggio,True,0.170000,2.187436,25.000000,200.000000,2.170000,0.050000
Fabrizia,3,17,39,,76,15,39.692588,Douglas,True,0.450000,7.728982,20.000000,200.000000,1.050000,0.070000
Fabrizia,3,17,40,,31,6,23.062400,Faggio,True,0.080000,0.864391,25.000000,200.000000,3.230000,0.030000
Fabrizia,3,17,41,,44,9,32.872324,Douglas,True,0.150000,2.167600,25.000000,200.000000,2.270000,0.050000
Fabrizia,3,17,42,,48,9,26.893573,Faggio,True,0.180000,2.415192,25.000000,200.000000,2.080000,0.050000
Fabrizia,3,17,43,,63,12,37.351564,Douglas,True,0.310000,5.011822,20.000000,200.000000,1.270000,0.060000
