Compresa,Particella,Area saggio,n,poll,D(cm),Classe diametrica,h(m),Genere,Fustaia,G(m2),V(m3),Ipr(mm),c(1/a),Pv(%/a),PvxV(m3/a),,
Serra,24,17,40,,47,9,32,Abete,TRUE,0.17,2.77,30,200,2.55,0.07,,
Serra,24,17,41,,42,8,32,Abete,TRUE,0.14,2.22,30,200,2.86,0.06,,
Serra,24,17,42,,52,10,32,Abete,TRUE,0.21,3.40,30,200,2.31,0.08,,
Serra,24,17,43,,44,9,32,Abete,TRUE,0.15,2.43,30,200,2.73,0.07,,
Serra,24,17,44,,49,10,32,Abete,TRUE,0.19,3.02,30,200,2.45,0.07,,
Serra,24,17,45,,44,9,32,Faggio,TRUE,0.15,2.43,37,200,3.36,0.08,,
Serra,24,17,46,,42,8,32,Abete,TRUE,0.14,2.22,30,200,2.86,0.06,,
Serra,24,17,47,,41,8,32,Abete,TRUE,0.13,2.11,30,200,2.93,0.06,,
Serra,24,17,48,,51,10,32,Abete,TRUE,0.20,3.27,30,200,2.35,0.08,,
Serra,24,17,49,,19,4,32,Abete,TRUE,0.03,0.45,30,200,6.32,0.03,,
Serra,24,17,50,,24,5,32,Abete,TRUE,0.05,0.72,30,200,5.00,0.04,,
Serra,24,17,51,,41,8,32,Abete,TRUE,0.13,2.11,30,200,2.93,0.06,,
Serra,24,17,52,,23,4,32,Faggio,TRUE,0.04,0.66,35,200,6.09,0.04,,
Serra,24,17,53,,17,3,32,Abete,TRUE,0.02,0.36,30,200,7.06,0.03,,
Serra,24,17,54,,31,6,32,Castagno,TRUE,0.08,1.21,35,200,4.52,0.05,,
Serra,24,17,55,,27,5,32,Abete,TRUE,0.06,0.92,30,200,4.44,0.04,,
Serra,24,17,56,,27,5,32,Abete,TRUE,0.06,0.92,30,200,4.44,0.04,,
Serra,24,17,57,,34,7,32,Abete,TRUE,0.09,1.45,30,200,3.53,0.05,,
Serra,24,17,58,,27,5,32,Abete,TRUE,0.06,0.92,30,200,4.44,0.04,,
Serra,24,17,59,,42,8,32,Abete,TRUE,0.14,2.22,30,200,2.86,0.06,,
Serra,24,17,60,,27,5,32,Abete,TRUE,0.06,0.92,30,200,4.44,0.04,,
Serra,24,25,1,,39,8,32,Ontano,TRUE,0.12,1.91,33,200,3.38,0.06,,
Serra,24,25,2,,43,8,32,Ontano,TRUE,0.15,2.32,33,200,3.07,0.07,,
Serra,24,25,3,,61,12,32,Abete,TRUE,0.29,4.67,30,200,1.97,0.09,,
Serra,24,25,4,,62,12,32,Abete,TRUE,0.30,4.83,30,200,1.94,0.09,,
Serra,24,25,5,,30,6,32,Abete,TRUE,0.07,1.13,30,200,4.00,0.05,,
Serra,24,25,6,,33,6,32,Abete,TRUE,0.09,1.37,30,200,3.64,0.05,,
Serra,24,25,7,,40,8,32,Faggio,TRUE,0.13,2.01,33,200,3.30,0.07,,
Serra,24,25,8,,48,9,32,Abete,TRUE,0.18,2.89,30,200,2.50,0.07,,
Serra,24,25,9,,50,10,32,Abete,TRUE,0.20,3.14,30,200,2.40,0.08,,
Serra,24,25,10,,30,6,32,Ontano,TRUE,0.07,1.13,33,200,4.40,0.05,,
Serra,24,25,11,,33,6,32,Ontano,TRUE,0.09,1.37,33,200,4.00,0.05,,
Serra,24,25,12,,22,4,32,Ontano,TRUE,0.04,0.61,33,200,6.00,0.04,,
Serra,24,25,13,,51,10,32,Abete,TRUE,0.20,3.27,30,200,2.35,0.08,,
Serra,24,25,14,,48,9,32,Abete,TRUE,0.18,2.89,30,200,2.50,0.07,,
Serra,24,25,15,,49,10,32,Abete,TRUE,0.19,3.02,30,200,2.45,0.07,,
Serra,24,25,16,,68,13,32,Abete,TRUE,0.36,5.81,30,200,1.76,0.10,,
Serra,24,25,17,,60,12,32,Abete,TRUE,0.28,4.52,30,200,2.00,0.09,,
Serra,24,25,18,,66,13,32,Abete,TRUE,0.34,5.47,30,200,1.82,0.10,,
Serra,24,25,19,,57,11,32,Abete,TRUE,0.26,4.08,30,200,2.11,0.09,,
Serra,24,25,20,,57,11,32,Abete,TRUE,0.26,4.08,30,200,2.11,0.09,,
Serra,24,25,21,,39,8,32,Abete,TRUE,0.12,1.91,30,200,3.08,0.06,,
Serra,24,25,22,,34,7,32,Abete,TRUE,0.09,1.45,30,200,3.53,0.05,,
Serra,24,25,23,,45,9,32,Abete,TRUE,0.16,2.54,30,200,2.67,0.07,,
Serra,24,25,24,,29,6,32,Ontano,TRUE,0.07,1.06,33,200,4.55,0.05,,
Serra,24,25,25,,47,9,32,Abete,TRUE,0.17,2.77,30,200,2.55,0.07,,
Serra,24,25,26,,48,9,32,Abete,TRUE,0.18,2.89,30,200,2.50,0.07,,
Serra,24,25,27,,20,4,32,Ontano,TRUE,0.03,0.50,30,200,6.00,0.03,,
Serra,24,25,28,,36,7,32,Abete,TRUE,0.10,1.63,30,200,3.33,0.05,,
Serra,24,25,29,,61,12,32,Ontano,TRUE,0.29,4.67,33,200,2.16,0.10,,
Serra,24,25,30,,58,11,32,Abete,TRUE,0.26,4.23,30,200,2.07,0.09,,
Serra,24,25,31,,28,5,32,Ontano,TRUE,0.06,0.98,33,200,4.71,0.05,,
Serra,24,3,1,,48,9,41,Pino Nero,TRUE,0.18,3.71,33,200,2.75,0.10,,
Serra,24,3,2,,49,10,41,Pino Nero,TRUE,0.19,3.86,33,200,2.69,0.10,,
Serra,24,3,3,,30,6,41,Abete,TRUE,0.07,1.45,33,200,4.40,0.06,,
Serra,24,3,4,,51,10,41,Abete,TRUE,0.20,4.19,33,200,2.59,0.11,,
Serra,24,3,5,,40,8,41,Abete,TRUE,0.13,2.57,33,200,3.30,0.08,,
Serra,24,3,6,,36,7,41,Abete,TRUE,0.10,2.09,33,200,3.67,0.08,,
Serra,24,3,7,,22,4,41,Castagno,TRUE,0.04,0.78,35,200,6.36,0.05,,
Serra,24,3,8,,51,10,41,Abete,TRUE,0.20,4.19,33,200,2.59,0.11,,
Serra,24,3,9,,39,8,41,Faggio,TRUE,0.12,2.45,35,200,3.59,0.09,,
Serra,24,3,10,,45,9,41,Abete,TRUE,0.16,3.26,33,200,2.93,0.10,,
Serra,24,3,11,,26,5,41,Abete,TRUE,0.05,1.09,33,200,5.08,0.06,,
Serra,24,3,12,,68,13,41,Abete,TRUE,0.36,7.44,33,200,1.94,0.14,,
Serra,24,3,13,,37,7,41,Abete,TRUE,0.11,2.20,33,200,3.57,0.08,,
Serra,24,3,14,,58,11,41,Abete,TRUE,0.26,5.41,33,200,2.28,0.12,,
Serra,24,3,15,,90,18,41,Abete,TRUE,0.64,13.03,33,200,1.47,0.19,,
Serra,24,3,16,,77,15,41,Abete,TRUE,0.47,9.54,33,200,1.71,0.16,,
Serra,24,3,17,,75,15,41,Abete,TRUE,0.44,9.05,33,200,1.76,0.16,,
Serra,24,3,18,,53,10,41,Abete,TRUE,0.22,4.52,33,200,2.49,0.11,,
Serra,24,3,19,,53,10,41,Abete,TRUE,0.22,4.52,33,200,2.49,0.11,,
Serra,24,3,20,,55,11,41,Abete,TRUE,0.24,4.87,33,200,2.40,0.12,,
Serra,24,3,21,,73,14,41,Abete,TRUE,0.42,8.58,33,200,1.81,0.16,,
Serra,24,3,22,,38,7,41,Abete,TRUE,0.11,2.32,33,200,3.47,0.08,,
Serra,24,3,23,,19,4,41,Abete,TRUE,0.03,0.58,33,200,6.95,0.04,,
Serra,24,3,24,,51,10,41,Abete,TRUE,0.20,4.19,33,200,2.59,0.11,,
Serra,24,3,25,,49,10,41,Abete,TRUE,0.19,3.86,33,200,2.69,0.10,,
Serra,24,3,26,,67,13,41,Abete,TRUE,0.35,7.22,33,200,1.97,0.14,,
Serra,24,3,27,,34,7,41,Abete,TRUE,0.09,1.86,33,200,3.88,0.07,,
Serra,24,3,28,,47,9,41,Abete,TRUE,0.17,3.55,33,200,2.81,0.10,,
Serra,24,3,29,,60,12,41,Abete,TRUE,0.28,5.79,33,200,2.20,0.13,,
Serra,24,3,30,,51,10,41,Abete,TRUE,0.20,4.19,33,200,2.59,0.11,,
Serra,24,3,31,,66,13,41,Abete,TRUE,0.34,7.01,33,200,2.00,0.14,,
Serra,24,3,32,,38,7,41,Pino Nero,TRUE,0.11,2.32,33,200,3.47,0.08,,
Serra,24,3,33,,48,9,41,Abete,TRUE,0.18,3.71,33,200,2.75,0.10,,
Serra,24,3,34,,30,6,41,Abete,TRUE,0.07,1.45,33,200,4.40,0.06,,
Serra,24,3,35,,63,12,41,Abete,TRUE,0.31,6.39,33,200,2.10,0.13,,
Serra,24,3,36,,66,13,41,Abete,TRUE,0.34,7.01,33,200,2.00,0.14,,
Serra,24,3,37,,38,7,41,Abete,TRUE,0.11,2.32,33,200,3.47,0.08,,
Serra,24,3,38,,48,9,41,Abete,TRUE,0.18,3.71,33,200,2.75,0.10,,
Serra,24,3,39,,52,10,41,Abete,TRUE,0.21,4.35,33,200,2.54,0.11,,
Serra,24,3,40,,38,7,41,Abete,TRUE,0.11,2.32,33,200,3.47,0.08,,
Serra,24,3,41,,45,9,41,Abete,TRUE,0.16,3.26,33,200,2.93,0.10,,
Serra,24,3,42,,67,13,41,Abete,TRUE,0.35,7.22,33,200,1.97,0.14,,
Serra,24,3,43,,43,8,41,Abete,TRUE,0.15,2.98,33,200,3.07,0.09,,
Serra,24,3,44,,58,11,41,Abete,TRUE,0.26,5.41,33,200,2.28,0.12,,
Serra,24,3,45,,72,14,41,Abete,TRUE,0.41,8.34,33,200,1.83,0.15,,
Serra,24,3,46,,41,8,41,Faggio,TRUE,0.13,2.71,35,200,3.41,0.09,,
Serra,24,3,47,,69,14,41,Abete,TRUE,0.37,7.66,33,200,1.91,0.15,,
Serra,24,4,1,,33,6,32,Abete,TRUE,0.09,1.37,33,200,4.00,0.05,,
Serra,24,4,2,,40,8,32,Abete,TRUE,0.13,2.01,33,200,3.30,0.07,,
Serra,24,4,3,,30,6,32,Castagno,TRUE,0.07,1.13,35,200,4.67,0.05,,
Serra,24,4,4,,31,6,32,Castagno,TRUE,0.08,1.21,35,200,4.52,0.05,,
Serra,24,4,5,,56,11,32,Abete,TRUE,0.25,3.94,33,200,2.36,0.09,,
Serra,24,4,6,,52,10,32,Abete,TRUE,0.21,3.40,33,200,2.54,0.09,,
Serra,24,4,7,,47,9,32,Abete,TRUE,0.17,2.77,33,200,2.81,0.08,,
Serra,24,4,8,,34,7,32,Abete,TRUE,0.09,1.45,33,200,3.88,0.06,,
Serra,24,4,9,,46,9,32,Abete,TRUE,0.17,2.66,33,200,2.87,0.08,,
Serra,24,4,10,,20,4,32,Abete,TRUE,0.03,0.50,33,200,6.60,0.03,,
Serra,24,4,11,,47,9,32,Abete,TRUE,0.17,2.77,33,200,2.81,0.08,,
Serra,24,4,12,,51,10,32,Abete,TRUE,0.20,3.27,33,200,2.59,0.08,,
Serra,24,4,13,,48,9,32,Abete,TRUE,0.18,2.89,33,200,2.75,0.08,,
Serra,24,4,14,,64,13,32,Abete,TRUE,0.32,5.14,33,200,2.06,0.11,,
Serra,24,4,15,,26,5,32,Abete,TRUE,0.05,0.85,33,200,5.08,0.04,,
Serra,24,4,16,,72,14,32,Abete,TRUE,0.41,6.51,33,200,1.83,0.12,,
Serra,24,4,17,,51,10,32,Abete,TRUE,0.20,3.27,33,200,2.59,0.08,,
Serra,24,4,18,,49,10,32,Abete,TRUE,0.19,3.02,33,200,2.69,0.08,,
Serra,24,4,19,,50,10,32,Abete,TRUE,0.20,3.14,33,200,2.64,0.08,,
Serra,24,4,20,,41,8,32,Abete,TRUE,0.13,2.11,33,200,3.22,0.07,,
Serra,24,4,21,,37,7,32,Abete,TRUE,0.11,1.72,33,200,3.57,0.06,,
Serra,24,4,22,,39,8,32,Abete,TRUE,0.12,1.91,33,200,3.38,0.06,,
Serra,24,4,23,,54,11,32,Abete,TRUE,0.23,3.66,33,200,2.44,0.09,,
Serra,24,4,24,,24,5,32,Abete,TRUE,0.05,0.72,33,200,5.50,0.04,,
Serra,24,4,25,,34,7,32,Abete,TRUE,0.09,1.45,33,200,3.88,0.06,,
Serra,24,4,26,,33,6,32,Faggio,TRUE,0.09,1.37,35,200,4.24,0.06,,
Serra,24,4,27,,51,10,32,Abete,TRUE,0.20,3.27,33,200,2.59,0.08,,
Serra,24,4,28,,69,14,32,Abete,TRUE,0.37,5.98,33,200,1.91,0.11,,
Serra,24,4,29,,57,11,32,Abete,TRUE,0.26,4.08,33,200,2.32,0.09,,
Serra,24,4,30,,42,8,32,Abete,TRUE,0.14,2.22,33,200,3.14,0.07,,
Serra,24,4,31,,46,9,32,Abete,TRUE,0.17,2.66,33,200,2.87,0.08,,
Serra,24,4,32,,37,7,32,Abete,TRUE,0.11,1.72,33,200,3.57,0.06,,
Serra,24,4,33,,28,5,32,Abete,TRUE,0.06,0.98,33,200,4.71,0.05,,
Serra,24,4,34,,37,7,32,Abete,TRUE,0.11,1.72,33,200,3.57,0.06,,
Serra,24,4,35,,53,10,32,Abete,TRUE,0.22,3.53,33,200,2.49,0.09,,
Serra,24,4,36,,71,14,32,Abete,TRUE,0.40,6.33,33,200,1.86,0.12,,
Serra,24,4,37,,53,10,32,Abete,TRUE,0.22,3.53,33,200,2.49,0.09,,
Serra,24,4,38,,50,10,32,Abete,TRUE,0.20,3.14,33,200,2.64,0.08,,
Serra,24,4,39,,61,12,32,Abete,TRUE,0.29,4.67,33,200,2.16,0.10,,
Serra,24,4,40,,75,15,32,Abete,TRUE,0.44,7.07,33,200,1.76,0.12,,
Serra,24,4,41,,56,11,32,Abete,TRUE,0.25,3.94,33,200,2.36,0.09,,
Serra,24,4,42,,57,11,32,Abete,TRUE,0.26,4.08,33,200,2.32,0.09,,
Serra,24,4,43,,62,12,32,Abete,TRUE,0.30,4.83,33,200,2.13,0.10,,
Serra,24,4,44,,28,5,32,Abete,TRUE,0.06,0.98,33,200,4.71,0.05,,
Serra,25,14,1,,28,5,32,Abete,TRUE,0.06,0.98,33,200,4.71,0.05,,
Serra,25,14,2,,47,9,32,Abete,TRUE,0.17,2.77,33,200,2.81,0.08,,
Serra,25,14,3,,33,6,32,Abete,TRUE,0.09,1.37,33,200,4.00,0.05,,
Serra,25,14,4,,42,8,32,Abete,TRUE,0.14,2.22,33,200,3.14,0.07,,
Serra,25,14,5,,45,9,32,Abete,TRUE,0.16,2.54,33,200,2.93,0.07,,
Serra,25,14,6,,41,8,32,Abete,TRUE,0.13,2.11,33,200,3.22,0.07,,
Serra,25,14,7,,44,9,32,Abete,TRUE,0.15,2.43,33,200,3.00,0.07,,
Serra,25,14,8,,53,10,32,Castagno,TRUE,0.22,3.53,33,200,2.49,0.09,,
Serra,25,14,9,,36,7,32,Abete,TRUE,0.10,1.63,33,200,3.67,0.06,,
Serra,25,14,10,,57,11,32,Abete,TRUE,0.26,4.08,33,200,2.32,0.09,,
Serra,25,14,11,,39,8,32,Abete,TRUE,0.12,1.91,33,200,3.38,0.06,,
Serra,25,14,12,,40,8,32,Abete,TRUE,0.13,2.01,33,200,3.30,0.07,,
Serra,25,14,13,,51,10,32,Abete,TRUE,0.20,3.27,33,200,2.59,0.08,,
Serra,25,14,14,,33,6,32,Abete,TRUE,0.09,1.37,33,200,4.00,0.05,,
Serra,25,14,15,,46,9,32,Abete,TRUE,0.17,2.66,33,200,2.87,0.08,,
Serra,25,14,16,,41,8,32,Abete,TRUE,0.13,2.11,33,200,3.22,0.07,,
Serra,25,14,17,,50,10,32,Abete,TRUE,0.20,3.14,33,200,2.64,0.08,,
Serra,25,14,18,,77,15,32,Abete,TRUE,0.47,7.45,33,200,1.71,0.13,,
Serra,25,14,19,,49,10,32,Abete,TRUE,0.19,3.02,33,200,2.69,0.08,,
Serra,25,14,20,,46,9,32,Abete,TRUE,0.17,2.66,33,200,2.87,0.08,,
Serra,25,14,21,,45,9,32,Abete,TRUE,0.16,2.54,33,200,2.93,0.07,,
Serra,25,14,22,,20,4,32,Castagno,TRUE,0.03,0.50,33,200,6.60,0.03,,
Serra,25,14,23,,32,6,32,Abete,TRUE,0.08,1.29,33,200,4.13,0.05,,
Serra,25,14,24,,35,7,32,Abete,TRUE,0.10,1.54,33,200,3.77,0.06,,
Serra,25,14,25,,51,10,32,Abete,TRUE,0.20,3.27,33,200,2.59,0.08,,
Serra,25,14,26,,47,9,32,Abete,TRUE,0.17,2.77,33,200,2.81,0.08,,
Serra,25,14,27,,50,10,32,Abete,TRUE,0.20,3.14,33,200,2.64,0.08,,
Serra,25,14,28,,48,9,32,Abete,TRUE,0.18,2.89,33,200,2.75,0.08,,
Serra,25,14,29,,39,8,32,Abete,TRUE,0.12,1.91,33,200,3.38,0.06,,
Serra,25,14,30,,32,6,32,Abete,TRUE,0.08,1.29,33,200,4.13,0.05,,
Serra,25,14,31,,41,8,32,Abete,TRUE,0.13,2.11,33,200,3.22,0.07,,
Serra,25,14,32,,39,8,32,Abete,TRUE,0.12,1.91,33,200,3.38,0.06,,
Serra,25,14,33,,44,9,32,Abete,TRUE,0.15,2.43,33,200,3.00,0.07,,
Serra,25,14,34,,31,6,32,Abete,TRUE,0.08,1.21,33,200,4.26,0.05,,
Serra,25,14,35,,53,10,32,Abete,TRUE,0.22,3.53,33,200,2.49,0.09,,
Serra,25,14,36,,43,8,32,Abete,TRUE,0.15,2.32,33,200,3.07,0.07,,
Serra,25,14,37,,40,8,32,Abete,TRUE,0.13,2.01,33,200,3.30,0.07,,
Serra,25,14,38,,42,8,32,Abete,TRUE,0.14,2.22,33,200,3.14,0.07,,
Serra,25,14,39,,26,5,32,Abete,TRUE,0.05,0.85,33,200,5.08,0.04,,
Serra,25,14,40,,34,7,32,Abete,TRUE,0.09,1.45,33,200,3.88,0.06,,
Serra,25,14,41,,42,8,32,Abete,TRUE,0.14,2.22,33,200,3.14,0.07,,
Serra,25,14,42,,31,6,32,Abete,TRUE,0.08,1.21,33,200,4.26,0.05,,
Serra,25,14,43,,55,11,32,Abete,TRUE,0.24,3.80,33,200,2.40,0.09,,
Serra,25,14,44,,43,8,32,Abete,TRUE,0.15,2.32,33,200,3.07,0.07,,
Serra,25,14,45,,39,8,32,Abete,TRUE,0.12,1.91,33,200,3.38,0.06,,
Serra,25,14,46,,53,10,32,Abete,TRUE,0.22,3.53,33,200,2.49,0.09,,
Serra,25,14,47,,46,9,32,Abete,TRUE,0.17,2.66,33,200,2.87,0.08,,
Serra,25,14,48,,64,13,32,Abete,TRUE,0.32,5.14,33,200,2.06,0.11,,
Serra,25,14,49,,43,8,32,Abete,TRUE,0.15,2.32,33,200,3.07,0.07,,
Serra,26,15,1,,44,9,32,Abete,TRUE,0.15,2.43,33,200,3.00,0.07,,
Serra,26,15,2,,88,17,32,Abete,TRUE,0.61,9.73,33,200,1.50,0.15,,
Serra,26,15,3,,53,10,32,Abete,TRUE,0.22,3.53,33,200,2.49,0.09,,
Serra,26,15,4,,58,11,32,Abete,TRUE,0.26,4.23,33,200,2.28,0.10,,
Serra,26,15,5,,49,10,32,Abete,TRUE,0.19,3.02,33,200,2.69,0.08,,
Serra,26,15,6,,57,11,32,Abete,TRUE,0.26,4.08,33,200,2.32,0.09,,
Serra,26,15,7,,53,10,32,Abete,TRUE,0.22,3.53,33,200,2.49,0.09,,
Serra,26,15,8,,41,8,32,Abete,TRUE,0.13,2.11,33,200,3.22,0.07,,
Serra,26,15,9,,37,7,32,Abete,TRUE,0.11,1.72,33,200,3.57,0.06,,
Serra,26,15,10,,56,11,32,Abete,TRUE,0.25,3.94,33,200,2.36,0.09,,
Serra,26,15,11,,35,7,32,Abete,TRUE,0.10,1.54,33,200,3.77,0.06,,
Serra,26,15,12,,43,8,32,Abete,TRUE,0.15,2.32,33,200,3.07,0.07,,
Serra,26,15,13,,34,7,32,Abete,TRUE,0.09,1.45,33,200,3.88,0.06,,
Serra,26,15,14,,46,9,32,Abete,TRUE,0.17,2.66,33,200,2.87,0.08,,
Serra,26,15,15,,48,9,32,Abete,TRUE,0.18,2.89,33,200,2.75,0.08,,
Serra,26,15,16,,50,10,32,Abete,TRUE,0.20,3.14,33,200,2.64,0.08,,
Serra,26,15,17,,56,11,32,Abete,TRUE,0.25,3.94,33,200,2.36,0.09,,
Serra,26,15,18,,23,4,32,Abete,TRUE,0.04,0.66,33,200,5.74,0.04,,
Serra,26,15,19,,27,5,32,Abete,TRUE,0.06,0.92,33,200,4.89,0.04,,
Serra,26,15,20,,32,6,32,Abete,TRUE,0.08,1.29,33,200,4.13,0.05,,
Serra,26,15,21,,36,7,32,Abete,TRUE,0.10,1.63,33,200,3.67,0.06,,
Serra,26,15,22,,40,8,32,Abete,TRUE,0.13,2.01,33,200,3.30,0.07,,
Serra,26,15,23,,27,5,32,Abete,TRUE,0.06,0.92,33,200,4.89,0.04,,
Serra,26,15,24,,38,7,32,Abete,TRUE,0.11,1.81,33,200,3.47,0.06,,
Serra,26,15,25,,48,9,32,Abete,TRUE,0.18,2.89,33,200,2.75,0.08,,
Serra,26,15,26,,34,7,32,Abete,TRUE,0.09,1.45,33,200,3.88,0.06,,
Serra,26,15,27,,25,5,32,Abete,TRUE,0.05,0.79,33,200,5.28,0.04,,
Serra,26,15,28,,40,8,32,Abete,TRUE,0.13,2.01,33,200,3.30,0.07,,
Serra,26,15,29,,42,8,32,Abete,TRUE,0.14,2.22,33,200,3.14,0.07,,
Serra,26,15,30,,30,6,32,Abete,TRUE,0.07,1.13,33,200,4.40,0.05,,
Serra,26,15,31,,17,3,32,Castagno,TRUE,0.02,0.36,35,200,8.24,0.03,,
Serra,26,15,32,,43,8,32,Abete,TRUE,0.15,2.32,33,200,3.07,0.07,,
Serra,26,15,33,,58,11,32,Abete,TRUE,0.26,4.23,33,200,2.28,0.10,,
Serra,26,15,34,,36,7,32,Abete,TRUE,0.10,1.63,33,200,3.67,0.06,,
Serra,26,15,35,,34,7,32,Abete,TRUE,0.09,1.45,33,200,3.88,0.06,,
Serra,26,15,36,,36,7,32,Abete,TRUE,0.10,1.63,33,200,3.67,0.06,,
Serra,26,15,37,,45,9,32,Pino Nero,TRUE,0.16,2.54,33,200,2.93,0.07,,
Serra,26,15,38,,36,7,32,Abete,TRUE,0.10,1.63,33,200,3.67,0.06,,
Serra,26,15,39,,55,11,32,Abete,TRUE,0.24,3.80,33,200,2.40,0.09,,
Serra,26,15,40,,24,5,32,Abete,TRUE,0.05,0.72,33,200,5.50,0.04,,
Serra,26,15,41,,29,6,32,Abete,TRUE,0.07,1.06,33,200,4.55,0.05,,
Serra,26,15,42,,38,7,32,Abete,TRUE,0.11,1.81,33,200,3.47,0.06,,
Serra,26,15,43,,34,7,32,Abete,TRUE,0.09,1.45,33,200,3.88,0.06,,
Serra,26,15,44,,42,8,32,Abete,TRUE,0.14,2.22,33,200,3.14,0.07,,
Serra,26,15,45,,45,9,32,Abete,TRUE,0.16,2.54,33,200,2.93,0.07,,
Serra,26,15,46,,47,9,32,Abete,TRUE,0.17,2.77,33,200,2.81,0.08,,
Serra,26,15,47,,54,11,32,Abete,TRUE,0.23,3.66,33,200,2.44,0.09,,
Serra,26,15,48,,42,8,32,Abete,TRUE,0.14,2.22,33,200,3.14,0.07,,
Serra,26,15,49,,39,8,32,Abete,TRUE,0.12,1.91,33,200,3.38,0.06,,
Serra,26,15,50,,55,11,32,Abete,TRUE,0.24,3.80,33,200,2.40,0.09,,
Serra,26,15,51,,42,8,32,Abete,TRUE,0.14,2.22,33,200,3.14,0.07,,
Serra,26,15,52,,42,8,32,Abete,TRUE,0.14,2.22,33,200,3.14,0.07,,
Serra,26,15,53,,33,6,32,Abete,TRUE,0.09,1.37,33,200,4.00,0.05,,
Serra,26,15,54,,23,4,32,Castagno,TRUE,0.04,0.66,35,200,6.09,0.04,,
Serra,26,15,55,,38,7,32,Abete,TRUE,0.11,1.81,33,200,3.47,0.06,,
Serra,26,15,56,,30,6,32,Abete,TRUE,0.07,1.13,33,200,4.40,0.05,,
Serra,26,15,57,,59,12,32,Abete,TRUE,0.27,4.37,33,200,2.24,0.10,,
Serra,26,15,58,,14,3,32,Castagno,TRUE,0.02,0.25,35,200,10.00,0.02,,
Serra,26,15,59,,40,8,32,Abete,TRUE,0.13,2.01,33,200,3.30,0.07,,
Serra,26,15,60,,38,7,32,Abete,TRUE,0.11,1.81,33,200,3.47,0.06,,
Serra,26,15,61,,33,6,32,Abete,TRUE,0.09,1.37,33,200,4.00,0.05,,
Serra,26,15,62,,51,10,32,Abete,TRUE,0.20,3.27,33,200,2.59,0.08,,
Serra,26,15,63,,38,7,32,Abete,TRUE,0.11,1.81,33,200,3.47,0.06,,
Serra,26,15,64,,39,8,32,Abete,TRUE,0.12,1.91,33,200,3.38,0.06,,
Serra,27,2,1,,34,7,31,Abete,TRUE,0.09,1.41,33,200,3.88,0.05,,
Serra,27,2,2,,32,6,31,Castagno,TRUE,0.08,1.25,35,200,4.38,0.05,,
Serra,27,2,3,,59,12,31,Abete,TRUE,0.27,4.24,33,200,2.24,0.09,,
Serra,27,2,4,,70,14,31,Abete,TRUE,0.38,5.96,33,200,1.89,0.11,,
Serra,27,2,5,,61,12,31,Abete,TRUE,0.29,4.53,33,200,2.16,0.10,,
Serra,27,2,6,,48,9,31,Abete,TRUE,0.18,2.80,33,200,2.75,0.08,,
Serra,27,2,7,,50,10,31,Abete,TRUE,0.20,3.04,33,200,2.64,0.08,,
Serra,27,2,8,,45,9,31,Abete,TRUE,0.16,2.46,33,200,2.93,0.07,,
Serra,27,2,9,,21,4,31,Abete,TRUE,0.03,0.54,33,200,6.29,0.03,,
Serra,27,2,10,,51,10,31,Abete,TRUE,0.20,3.16,33,200,2.59,0.08,,
Serra,27,2,11,,36,7,31,Pino Nero,TRUE,0.10,1.58,33,200,3.67,0.06,,
Serra,27,2,12,,45,9,31,Abete,TRUE,0.16,2.46,33,200,2.93,0.07,,
Serra,27,2,13,,73,14,31,Abete,TRUE,0.42,6.48,33,200,1.81,0.12,,
Serra,27,2,14,,36,7,31,Abete,TRUE,0.10,1.58,33,200,3.67,0.06,,
Serra,27,2,15,,29,6,31,Douglas,TRUE,0.07,1.02,34,200,4.69,0.05,,
Serra,27,2,16,,72,14,31,Abete,TRUE,0.41,6.31,33,200,1.83,0.12,,
Serra,27,2,17,,36,7,31,Abete,TRUE,0.10,1.58,33,200,3.67,0.06,,
Serra,27,2,18,,38,7,31,Abete,TRUE,0.11,1.76,33,200,3.47,0.06,,
Serra,27,2,19,,41,8,31,Abete,TRUE,0.13,2.05,33,200,3.22,0.07,,
Serra,27,2,20,,40,8,31,Abete,TRUE,0.13,1.95,33,200,3.30,0.06,,
Serra,27,2,21,,35,7,31,Abete,TRUE,0.10,1.49,33,200,3.77,0.06,,
Serra,27,2,22,,42,8,31,Abete,TRUE,0.14,2.15,33,200,3.14,0.07,,
Serra,27,2,23,,53,10,31,Abete,TRUE,0.22,3.42,33,200,2.49,0.09,,
Serra,27,2,24,,26,5,31,Abete,TRUE,0.05,0.82,33,200,5.08,0.04,,
Serra,27,2,25,,54,11,31,Abete,TRUE,0.23,3.55,33,200,2.44,0.09,,
Serra,27,2,26,,23,4,31,Pino Nero,TRUE,0.04,0.64,33,200,5.74,0.04,,
Serra,27,2,27,,52,10,31,Abete,TRUE,0.21,3.29,33,200,2.54,0.08,,
Serra,27,2,28,,53,10,31,Abete,TRUE,0.22,3.42,33,200,2.49,0.09,,
Serra,27,2,29,,56,11,31,Abete,TRUE,0.25,3.82,33,200,2.36,0.09,,
Serra,27,2,30,,34,7,31,Abete,TRUE,0.09,1.41,33,200,3.88,0.05,,
Serra,27,2,31,,36,7,31,Abete,TRUE,0.10,1.58,33,200,3.67,0.06,,
Serra,27,2,32,,35,7,31,Abete,TRUE,0.10,1.49,33,200,3.77,0.06,,
