Compresa,Particella,Numero,Genere,Diametro,Altezza,UTMLon,UTMLat,GaussLon,GaussLat,Lon,Lat,Note
Serra,10b,5,Castagno,32,,613757,4268585,,,16.305615,38.558431,
Serra,10b,6,Abete Bianco,36,,613745,4268586,,,16.305477,38.558441,
Serra,10b,7,Castagno,31,,613706,4268591,,,16.305030,38.558491,
Serra,10b,8,Castagno,32,,613655,4268607,,,16.304448,38.558642,
Serra,10b,9,Farnia,33,,613550,4268638,,,16.303248,38.558935,
Serra,10b,10,Castagno,34,,613547,4268650,,,16.303215,38.559043,
Serra,10b,11,Abete Bianco,25,,613595,4268652,,,16.303767,38.559055,
Serra,10b,12,Abete Rosso,52,,613648,4268663,,,16.304377,38.559148,
Serra,10b,13,Farnia,51,,613725,4268678,,,16.305263,38.559273,
Serra,10b,14,Farnia,46,,613804,4268703,,,16.306173,38.559488,
Serra,10b,15,Farnia,57,,613844,4268712,,,16.306634,38.559564,
Serra,10b,16,Abete Bianco,39,,613847,4268684,,,16.306663,38.559311,
Serra,10b,17,Castagno,29,,613883,4268665,,,16.307073,38.559136,
Serra,10b,18,Abete Bianco,43,,613895,4268658,,,16.307210,38.559071,
Serra,10b,19,Castagno,25,,613911,4268662,,,16.307394,38.559105,
Serra,10b,20,Farnia,51,,614021,4268690,,,16.308661,38.559343,
Serra,10b,21,Ciliegio,38,,614089,4268710,,,16.309445,38.559515,
Serra,10b,22,Castagno,21,,613623,4268763,,,16.304106,38.560052,
Serra,10b,23,Faggio,34,,613570,4268800,,,16.303504,38.560392,
Serra,10b,24,Abete Bianco,34,,613495,4268804,,,16.302644,38.560438,
Serra,10b,25,Abete Bianco,51,,613445,4268822,,,16.302073,38.560606,
Serra,10b,26,Abete Bianco,74,,613381,4268902,,,16.301352,38.561335,
Serra,10b,27,Abete Bianco,50,,613390,4268907,,,16.301456,38.561379,
Serra,10b,28,Faggio,35,,613602,4268863,,,16.303881,38.560955,
Serra,10b,29,Farnia,55,,613654,4268818,,,16.304471,38.560543,
Serra,10b,30,Farnia,40,,613657,4268827,,,16.304507,38.560624,
Serra,10b,31,Pino Laricio,82,,613677,4268880,,,16.304745,38.561099,
Serra,10b,32,Noce,31,,613708,4268924,,,16.305108,38.561491,
Serra,10b,33,Farnia,42,,613827,4268935,,,16.306475,38.561575,
Serra,10b,34,Farnia,31,,613851,4268932,,,16.306750,38.561545,
Serra,10b,35,Farnia,28,,613864,4268932,,,16.306899,38.561544,
Serra,10b,36,Farnia,34,,613887,4268929,,,16.307162,38.561514,
Serra,10b,37,Farnia,52,,614018,4268892,,,16.308660,38.561163,
Serra,10b,38,Farnia,48,,614027,4268891,,,16.308763,38.561153,
Serra,10b,39,Farnia,50,,614019,4268924,,,16.308676,38.561452,
Serra,10b,40,Farnia,55,,614012,4268964,,,16.308602,38.561813,
Serra,10b,41,Farnia,35,,614010,4268968,,,16.308580,38.561849,
Serra,10b,42,Farnia,62,,614004,4268971,,,16.308512,38.561877,
Serra,10b,43,Castagno,32,,613990,4268995,,,16.308355,38.562095,
Serra,10b,44,Abete Bianco,43,,613728,4268058,,,16.305196,38.553686,
Serra,10b,45,Farnia,77,,613713,4268088,,,16.305029,38.553959,
Serra,10b,46,Farnia,43,,613714,4268098,,,16.305042,38.554049,
Serra,10b,47,Farnia,49,,613713,4268103,,,16.305031,38.554094,
Serra,10b,48,Farnia,48,,613783,4268155,,,16.305843,38.554553,
Serra,10b,49,Abete Bianco,34,,613684,4268221,,,16.304718,38.555161,
Serra,10b,50,Abete Bianco,58,,613709,4268224,,,16.305005,38.555185,
Serra,10b,51,Castagno,37,,613751,4268239,,,16.305489,38.555314,
Serra,10b,52,Abete Bianco,51,,613841,4268247,,,16.306523,38.555375,
Serra,10b,53,Ontano,37,,613920,4268227,,,16.307426,38.555185,
Serra,10b,54,Abete Bianco,67,,613964,4268215,,,16.307929,38.555071,
Serra,10b,55,Castagno,27,,613979,4268205,,,16.308100,38.554979,
Serra,10b,56,Abete Bianco,71,,614033,4268157,,,16.308712,38.554539,
Serra,10b,57,Farnia,60,,614249,4268946,,,16.311319,38.561620,
Serra,10b,58,Farnia,32,,614275,4268872,,,16.311605,38.560950,
Serra,10b,59,Farnia,19,,614273,4268873,,,16.311583,38.560959,
Serra,10b,60,Farnia,40,,614256,4268871,,,16.311387,38.560944,
Serra,10b,61,Farnia,38,,614251,4268871,,,16.311330,38.560944,
Serra,10b,62,Farnia,55,,613996,4268770,,,16.308387,38.560067,
Serra,10b,63,Farnia,66,,613999,4268774,,,16.308422,38.560103,
Serra,10b,64,Douglas,55,,613684,4268221,,,16.304718,38.555161,
Serra,10b,65,Abete Bianco,69,,613709,4268224,,,16.305005,38.555185,
Serra,10b,66,Douglas,60,,613751,4268239,,,16.305489,38.555314,
