Compresa,Particella,Numero,Genere,Diametro,Altezza,UTMLon,UTMLat,GaussLon,GaussLat,Lon,Lat,Note
Serra,1,1,Abete Bianco,77,,613626,4270291,,,16.304389,38.573818,
Serra,1,2,Abete Bianco,74,,613660,4270243,,,16.304772,38.573381,
Serra,1,3,Abete Bianco,77,,613666,4270191,,,16.304832,38.572912,
Serra,1,4,Abete Rosso,50,,614277,4267417,,,16.311390,38.547841,
Serra,1,5,Abete Rosso,55,,613656,4270111,,,16.304704,38.572193,
Serra,1,6,Abete Bianco,73,,613614,4270093,,,16.304219,38.572036,
Serra,1,7,Abete Bianco,69,,613693,4270086,,,16.305125,38.571963,
Serra,1,8,Douglas,60,,614321,4267394,,,16.311891,38.547628,
Serra,1,9,Douglas,60,,614361,4267377,,,16.312347,38.547470,
Serra,1,10,Douglas,66,,613689,4270051,,,16.305073,38.571648,
Serra,1,11,Douglas,55,,613601,4270163,,,16.304082,38.572668,
Serra,1,12,Abete Bianco,48,,614384,4267202,,,16.312582,38.545890,
Serra,1,13,Faggio,37,,613522,4270137,,,16.303171,38.572444,
Serra,1,14,Larice,40,,613504,4270177,,,16.302971,38.572807,
Serra,1,15,Larice,43,,613601,4270163,,,16.304082,38.572668,
Serra,2,1,Ciliegio,61,,613020,4269058,,,16.297234,38.562787,
Serra,2,2,Douglas,39,,613039,4269064,,,16.297453,38.562838,
Serra,2,3,Ciliegio,35,,613033,4269140,,,16.297397,38.563524,
Serra,2,4,Faggio,62,,613042,4269157,,,16.297503,38.563676,
Serra,2,5,Ciliegio,46,,613033,4269128,,,16.297395,38.563416,
Serra,2,6,Faggio,34,,612941,4268886,,,16.296300,38.561247,
Serra,3,1,Faggio,36,,613106,4269786,,,16.298339,38.569335,
Serra,3,2,Faggio,35,,613083,4269798,,,16.298077,38.569446,
Serra,3,3,Faggio,32,,613057,4269814,,,16.297782,38.569593,
Serra,3,4,Faggio,37,,613023,4269853,,,16.297398,38.569949,
Serra,3,5,Faggio,33,,612991,4269870,,,16.297033,38.570106,
Serra,3,6,Faggio,38,,612951,4269884,,,16.296576,38.570237,
Serra,3,7,Faggio,47,,612931,4269887,,,16.296347,38.570267,
Serra,3,8,Faggio,28,,612906,4269885,,,16.296060,38.570252,
Serra,3,9,Pino Laricio,44,,612849,4269877,,,16.295405,38.570187,
Serra,3,10,Faggio,34,,612818,4269875,,,16.295049,38.570173,
Serra,3,11,Faggio,38,,612787,4269886,,,16.294695,38.570276,
Serra,3,12,Pino Laricio,47,,611778,4269918,,,16.283120,38.570692,
Serra,3,13,Pino Laricio,52,,612706,4249913,,,16.290552,38.390332,
Serra,3,14,Faggio,33,,612609,4269904,,,16.292655,38.570461,
Serra,3,15,Faggio,30,,612614,4269824,,,16.292699,38.569740,
Serra,3,16,Faggio,42,,612623,4269721,,,16.292786,38.568810,
Serra,3,17,Abete Bianco,61,,612623,4269716,,,16.292785,38.568765,
Serra,3,18,Faggio,33,,612635,4269716,,,16.292923,38.568764,
Serra,3,19,Faggio,41,,612635,4269716,,,16.292923,38.568764,
Serra,3,20,Faggio,48,,612640,4226717,,,16.286103,38.181341,
Serra,3,21,Douglas,76,,612635,4269716,,,16.292923,38.568764,
Serra,3,22,Pino Laricio,53,,612643,4269717,,,16.293015,38.568772,
Serra,3,23,Pino Laricio,44,,612651,4269716,,,16.293106,38.568762,
Serra,3,24,Faggio,32,,612681,4269675,,,16.293444,38.568389,
Serra,3,25,Douglas,44,,612720,4269651,,,16.293888,38.568167,
Serra,3,26,Douglas,57,,612745,4269650,,,16.294174,38.568155,
Serra,3,27,Faggio,31,,612815,4269658,,,16.294979,38.568218,
Serra,3,28,Faggio,33,,612842,4269680,,,16.295292,38.568413,
Serra,3,29,Faggio,44,,612868,4269670,,,16.295589,38.568320,
Serra,3,30,Douglas,38,,612878,4269667,,,16.295704,38.568291,
Serra,3,31,Douglas,52,,612878,4269641,,,16.295699,38.568057,
Serra,3,32,Faggio,49,,612941,4269641,,,16.296422,38.568049,
Serra,3,33,Faggio,52,,612952,4269625,,,16.296546,38.567904,
Serra,3,34,Faggio,34,,612964,4269654,,,16.296688,38.568163,
Serra,3,35,Douglas,35,,613008,4266742,,,16.296722,38.541922,
Serra,3,36,Faggio,36,,613010,4269742,,,16.297231,38.568950,
Serra,3,37,Castagno,56,,613012,4269741,,,16.297253,38.568941,
Serra,3,38,Faggio,36,,613023,4269655,,,16.297366,38.568165,
Serra,4,1,Douglas,50,30,612493,4269143,,,16.291201,38.563619,
Serra,4,2,Douglas,53,32,612484,4269152,,,16.291099,38.563701,
Serra,4,3,Abete Bianco,42,29,612483,4269158,,,16.291088,38.563756,
Serra,4,4,Faggio,48,28,612530,4269226,,,16.291639,38.564362,
Serra,4,5,Douglas,53,31,612525,4269236,,,16.291583,38.564453,
Serra,4,6,Douglas,40,29,612508,4269242,,,16.291389,38.564509,
Serra,4,7,Pino Laricio,43,25,612468,4269275,,,16.290935,38.564812,
Serra,4,8,Douglas,38,29,612470,4269300,,,16.290962,38.565037,
Serra,4,9,Abete Bianco,55,28,612468,4269321,,,16.290943,38.565226,
Serra,4,10,Abete Bianco,56,30,612484,4269343,,,16.291130,38.565422,
Serra,4,11,Abete Bianco,46,29,612497,4269356,,,16.291281,38.565538,
Serra,4,12,Faggio,36,23,612568,4269401,,,16.292103,38.565934,
Serra,4,13,Douglas,59,36,612610,4269388,,,16.292583,38.565812,
Serra,4,14,Tasso,33,13,612640,4269360,,,16.292923,38.565556,
Serra,4,15,Douglas,47,35,612651,4269357,,,16.293048,38.565527,
Serra,4,16,Abete Bianco,59,28,612662,4269349,,,16.293173,38.565454,
Serra,4,17,Faggio,32,19,612719,4269362,,,16.293830,38.565564,
Serra,4,18,Pino Laricio,50,23,612722,4269365,,,16.293864,38.565590,
Serra,4,19,Faggio,44,26,612708,4269395,,,16.293709,38.565862,
Serra,4,20,Pino Laricio,50,28,612711,4269408,,,16.293745,38.565979,
Serra,4,21,Douglas,39,32,612716,4269420,,,16.293804,38.566087,
Serra,4,22,Faggio,42,26,612802,4269472,,,16.294800,38.566544,
Serra,4,23,Faggio,28,23,612813,4269474,,,16.294926,38.566561,
Serra,4,24,Abete Bianco,53,29,612819,4269457,,,16.294992,38.566407,
Serra,4,25,Douglas,67,35,612875,4269432,,,16.295631,38.566175,
Serra,4,26,Faggio,44,27,612962,4269435,,,16.296630,38.566191,
Serra,5,1,Abete Bianco,97,,613064,4266610,,,16.297343,38.540725,
Serra,5,2,Douglas,58,,613072,4269575,,,16.297915,38.567438,
Serra,5,3,Abete Bianco,79,,613100,4266554,,,16.297747,38.540216,
Serra,5,4,Faggio,51,,613138,4269559,,,16.298670,38.567285,
Serra,5,5,Abete Bianco,59,,613435,4269380,,,16.302049,38.565635,
Serra,5,6,Abete Bianco,71,,613384,4269420,,,16.301470,38.566002,
Serra,5,7,Abete Bianco,45,,614097,4267628,,,16.309359,38.549765,
Serra,5,8,Abete Bianco,53,,614021,4267642,,,16.308490,38.549901,
Serra,5,9,Douglas,37,,614045,4267589,,,16.308756,38.549420,
Serra,5,10,Abete Bianco,30,,614083,4267561,,,16.309188,38.549163,
Serra,5,11,Faggio,50,,614107,4267507,,,16.309454,38.548674,
Serra,5,12,Abete Bianco,37,,614021,4267535,,,16.308472,38.548937,
Serra,5,13,Castagno,43,,613970,4267594,,,16.307897,38.549475,
Serra,5,14,Abete Bianco,47,,614045,4267482,,,16.308739,38.548456,
Serra,5,15,Abete Bianco,37,,613839,4267530,,,16.306383,38.548915,
Serra,5,16,Faggio,54,,613910,4267533,,,16.307198,38.548933,
Serra,5,17,Abete Bianco,54,,613955,4267519,,,16.307712,38.548801,
Serra,5,18,Abete Bianco ,41,,613979,4267465,,,16.307979,38.548312,
Serra,5,19,Abete Bianco,68,,613934,4267479,,,16.307465,38.548444,
Serra,5,20,Abete Bianco,57,,613863,4267476,,,16.306650,38.548426,
Serra,5,21,Faggio,44,,613799,4267465,,,16.305914,38.548335,
Serra,5,22,Faggio,46,,613823,4267412,,,16.306181,38.547854,
Serra,5,23,Faggio,50,,613754,4267398,,,16.305387,38.547737,
Serra,5,24,Faggio,50,,613778,4267344,,,16.305653,38.547247,
Serra,5,25,Abete Bianco,62,,613740,4267310,,,16.305212,38.546946,
Serra,5,26,Castagno,37,,613764,4267257,,,16.305478,38.546465,
Serra,5,27,Faggio,51,,613711,4267261,,,16.304871,38.546508,
Serra,5,28,Faggio,47,,613735,4267208,,,16.305138,38.546027,
Serra,5,29,Abete Bianco,58,,613674,4267202,,,16.304437,38.545981,
Serra,5,30,Abete Bianco,55,,613650,4267256,,,16.304170,38.546471,
Serra,5,31,Faggio,59,,613614,4267194,,,16.303747,38.545917,
Serra,5,32,Abete Bianco,57,,613590,4267247,,,16.303481,38.546397,
Serra,5,33,Faggio,54,,613529,4267246,,,16.302781,38.546396,
Serra,5,34,Abete Bianco,70,,613505,4267299,,,16.302514,38.546877,
Serra,5,35,Abete Bianco,48,,613453,4267318,,,16.301920,38.547054,
Serra,5,36,Abete Bianco,57,,613376,4267354,,,16.301043,38.547389,
Serra,5,37,Castagno,40,,613289,4267392,,,16.300051,38.547742,
Serra,5,38,Faggio,47,,613214,4267422,,,16.299195,38.548022,
Serra,5,39,Abete Bianco,37,,613631,4267342,,,16.303966,38.547248,
Serra,5,40,Faggio,62,,613663,4267390,,,16.304341,38.547676,
Serra,5,41,Abete Bianco,57,,613700,4267435,,,16.304773,38.548077,
Serra,5,42,Abete Bianco,58,,613732,4267484,,,16.305148,38.548514,
Serra,6,1,Abete Bianco,43,,612500,4269098,,,16.291274,38.563213,
Serra,6,2,Abete Bianco,40,,612507,4269090,,,16.291353,38.563140,
Serra,6,3,Abete Bianco,49,,612511,4269086,,,16.291398,38.563103,
Serra,6,4,Abete Bianco,52,,612527,4269075,,,16.291580,38.563002,
Serra,6,5,Castagno,30,,612600,4269035,,,16.292411,38.562633,
Serra,6,6,Douglas,62,,612604,4269034,,,16.292457,38.562623,
Serra,6,7,Douglas,38,,612649,4269028,,,16.292972,38.562563,
Serra,6,8,Pino Laricio,41,,612652,4269029,,,16.293007,38.562572,
Serra,6,9,Pino Laricio,48,,612652,4269036,,,16.293008,38.562635,
Serra,6,10,Castagno,25,,612666,4269044,,,16.293170,38.562705,
Serra,6,11,Castagno,33,,600724,4269149,,,16.156143,38.565085,
Serra,6,12,Douglas,53,,612776,4269230,,,16.294462,38.564367,
Serra,6,13,Castagno,25,,612800,4269217,,,16.294736,38.564247,
Serra,6,14,Ontano,43,,612818,4269217,,,16.294942,38.564245,
Serra,6,15,Abete Bianco,40,,612836,4269206,,,16.295147,38.564143,
Serra,6,16,Abete Bianco,33,,612839,4269204,,,16.295181,38.564125,
Serra,6,17,Douglas,57,,612853,4269195,,,16.295340,38.564042,
Serra,6,18,Castagno ,30,,612907,4269123,,,16.295948,38.563387,
Serra,6,19,Pino Laricio,68,,612899,4269074,,,16.295849,38.562946,
Serra,6,21,Abete Bianco,48,,613799,4267465,,,16.305914,38.548335,
Serra,6,21,Douglas,44,,600852,4269024,,,16.157594,38.563944,
Serra,7,1,Pino Laricio,56,,612120,4268462,,,16.286811,38.557531,
Serra,7,2,Pino Laricio,52,,612121,4268481,,,16.286826,38.557702,
Serra,7,3,Faggio,30,,612170,4268509,,,16.287392,38.557948,
Serra,7,4,Abete Bianco,42,,612207,4268536,,,16.287821,38.558186,
Serra,7,5,Faggio,32,,612242,4268543,,,16.288224,38.558245,
Serra,7,6,Faggio,44,,612243,4268545,,,16.288236,38.558263,
Serra,7,7,Faggio,31,,612266,4268590,,,16.288507,38.558666,
Serra,7,8,Faggio,36,,612294,4268648,,,16.288837,38.559185,
Serra,7,9,Abete Bianco,31,,612295,4268654,,,16.288850,38.559238,
Serra,7,10,Abete Bianco,53,,612299,4268692,,,16.288902,38.559580,
Serra,7,11,Faggio,28,,612301,4268694,,,16.288925,38.559598,
Serra,7,12,Abete Bianco,42,,612304,4268703,,,16.288961,38.559679,
Serra,7,13,Abete Bianco,40,,612306,4268711,,,16.288985,38.559751,
Serra,7,14,Pino Laricio,47,,612290,4268692,,,16.288799,38.559581,
Serra,7,15,Faggio,38,,612259,4268652,,,16.288437,38.559225,
Serra,7,16,Pino Laricio,52,,612255,4268642,,,16.288389,38.559135,
Serra,7,17,Pino Laricio,58,,612228,4268642,,,16.288079,38.559139,
Serra,7,18,Pino Laricio,49,,612227,4268641,,,16.288068,38.559130,
Serra,7,19,Castagno,27,,612223,4268636,,,16.288021,38.559085,
Serra,7,20,Pino Laricio,53,,612197,4268638,,,16.287723,38.559107,
Serra,7,21,Pino Laricio,52,,612197,4268648,,,16.287724,38.559197,
Serra,7,22,Faggio,36,,612199,4268668,,,16.287751,38.559377,
Serra,7,23,Faggio,30,,612197,4268680,,,16.287730,38.559485,
Serra,7,24,Ciliegio,22,,612186,4268702,,,16.287607,38.559685,
Serra,7,25,Pino Laricio,44,,612176,4268708,,,16.287493,38.559740,
Serra,7,26,Pino Laricio,42,,612171,4268711,,,16.287436,38.559768,
Serra,7,27,Pino Laricio,36,,612142,4268708,,,16.287103,38.559744,
Serra,7,28,Abete Bianco,33,,612067,4268768,,,16.286252,38.560294,
Serra,7,29,Faggio,44,,612068,4268775,,,16.286265,38.560357,
Serra,7,30,Abete Bianco,40,,612075,4268795,,,16.286348,38.560537,
Serra,7,31,Abete Bianco,38,,612085,4268809,,,16.286465,38.560662,
Serra,7,32,Abete Bianco,41,,612086,4268841,,,16.286482,38.560950,
Serra,7,33,Faggio,30,,612105,4268885,,,16.286707,38.561344,
Serra,7,34,Abete Bianco,35,,612133,4268894,,,16.287030,38.561421,
Serra,7,35,Abete Bianco,33,,612151,4268904,,,16.287238,38.561509,
Serra,7,36,Faggio,32,,612248,4268901,,,16.288350,38.561470,
Serra,7,37,Castagno,37,,612282,4268993,,,16.288755,38.562294,
Serra,7,38,Faggio,32,,623325,4269021,,,16.415476,38.561083,
Serra,7,39,Faggio,37,,612365,4269037,,,16.289715,38.562680,
Serra,7,40,Faggio,32,,612367,4269052,,,16.289740,38.562815,
Serra,7,41,Abete Bianco,44,,612366,4269128,,,16.289741,38.563500,
Serra,7,42,Castagno,47,,612368,4269160,,,16.289769,38.563788,
Serra,7,43,Douglas,70,,612370,4269199,,,16.289798,38.564139,
Serra,7,44,Douglas,52,,612348,4269230,,,16.289551,38.564421,
Serra,7,45,Faggio,24,,612331,4269254,,,16.289360,38.564640,
Serra,7,46,Pino Laricio,34,,612266,4269268,,,16.288616,38.564774,
Serra,8,1,Abete Bianco,57,,612327,4268433,,,16.289182,38.557243,
Serra,8,2,Abete Bianco,40,,612621,4268814,,,16.292616,38.560639,
Serra,8,3,Abete Bianco,47,,612373,4268625,,,16.289740,38.558967,
Serra,8,4,Abete Rosso,37,,612219,4268290,,,16.287919,38.555969,
Serra,8,5,Abete Rosso,62,,612207,4268340,,,16.287790,38.556421,
Serra,8,6,Abete Bianco,57,,612203,4268392,,,16.287752,38.556890,
Serra,8,7,Abete Bianco,48,,612249,4268383,,,16.288278,38.556803,
Serra,8,8,Abete Bianco,37,,612257,4268311,,,16.288359,38.556153,
Serra,8,9,Abete Bianco,40,,612361,4268277,,,16.289547,38.555833,
Serra,8,10,Abete Bianco,43,,612395,4268321,,,16.289944,38.556226,
Serra,8,11,Pioppo Tremulo,58,,613411,4269202,,,16.301745,38.564034,
Serra,8,12,Pioppo Tremulo,48,,613384,4269202,,,16.301435,38.564038,
Serra,8,13,Faggio,37,,613489,4269248,,,16.302647,38.564439,
Serra,8,14,Faggio,40,,613529,4269232,,,16.303104,38.564289,
Serra,8,15,Faggio,43,,612473,4268460,,,16.290861,38.557468,
Serra,8,16,Abete Bianco,58,,612433,4268472,,,16.290404,38.557581,
Serra,8,17,Abete Bianco,43,,613354,4269112,,,16.301076,38.563231,
Serra,8,18,Abete Bianco,63,,612363,4268563,,,16.289616,38.558410,
Serra,8,19,Abete Bianco,58,,612373,4268596,,,16.289736,38.558706,
Serra,8,20,Abete Bianco,45,,612375,4268649,,,16.289767,38.559183,
Serra,8,21,Abete Bianco,57,,612427,4268681,,,16.290369,38.559465,
Serra,8,22,Abete Bianco,64,,612468,4268593,,,16.290825,38.558667,
Serra,8,23,Abete Bianco,34,,613318,4268986,,,16.300642,38.562100,
Serra,8,24,Abete Bianco,45,,613335,4268960,,,16.300833,38.561863,
Serra,8,25,Abete Bianco,55,,613287,4269003,,,16.300289,38.562257,
Serra,8,26,Abete Bianco,50,,612467,4268625,,,16.290819,38.558955,
Serra,8,27,Castagno,32,,612543,4268554,,,16.291680,38.558306,
Serra,8,28,Abete Bianco,49,,613269,4269136,,,16.300104,38.563458,
Serra,8,29,Abete Bianco,45,,613227,4269139,,,16.299623,38.563490,
Serra,8,30,Abete Bianco,44,,613186,4269100,,,16.299146,38.563144,
Serra,8,31,Abete Bianco,62,,612562,4268582,,,16.291902,38.558556,
Serra,8,32,Abete Bianco,52,,612596,4268567,,,16.292290,38.558417,
Serra,8,33,Abete Bianco,50,,612694,4268564,,,16.293414,38.558377,
Serra,8,34,Abete Bianco,53,,612806,4268596,,,16.294704,38.558651,
Serra,8,35,Abete Bianco,42,,612741,4268640,,,16.293965,38.559056,
Serra,8,36,Abete Bianco,48,,612802,4268689,,,16.294673,38.559490,
Serra,8,37,Abete Bianco,53,,612827,4268738,,,16.294968,38.559928,
Serra,8,38,Abete Rosso,40,,612867,4268758,,,16.295430,38.560103,
Serra,8,39,Faggio,56,,613196,4268819,,,16.299215,38.560611,
Serra,8,40,Abete Bianco,38,,613199,4268766,,,16.299241,38.560133,
Serra,8,41,Abete Bianco,54,,613178,4268711,,,16.298991,38.559640,
Serra,8,42,Abete Bianco,58,,612892,4268807,,,16.295725,38.560541,
Serra,8,43,Abete Bianco,43,,613168,4268663,,,16.298869,38.559209,
Serra,8,44,Abete Rosso,34,,612815,4268801,,,16.294841,38.560497,
Serra,8,45,Douglas,58,,612800,4268848,,,16.294676,38.560922,
Serra,8,46,Abete Bianco,57,,613071,4268600,,,16.297745,38.558654,
Serra,8,47,Castagno,38,,613055,4268555,,,16.297555,38.558250,
Serra,8,48,Abete Bianco,58,,612862,4268838,,,16.295386,38.560824,
Serra,8,49,Abete Bianco,47,,612810,4268882,,,16.294796,38.561227,
Serra,8,50,Faggio,37,,612932,4268557,,,16.296144,38.558284,
Serra,8,51,Faggio,35,,612550,4268879,,,16.291812,38.561233,
Serra,8,52,Abete Bianco,50,,612988,4268622,,,16.296797,38.558862,
Serra,8,53,Castagno,26,,612532,4268720,,,16.291580,38.559803,
Serra,8,54,Abete Bianco,56,,612569,4268714,,,16.292004,38.559744,
Serra,8,55,Abete Bianco,38,,613149,4268849,,,16.298681,38.560887,
Serra,8,56,Abete Bianco,51,,612621,4268617,,,16.292585,38.558864,
Serra,8,57,Abete Bianco,55,,613106,4268894,,,16.298195,38.561298,
Serra,8,58,Abete Bianco,53,,613140,4268912,,,16.298588,38.561456,
Serra,8,59,Abete Bianco,37,,612569,4268714,,,16.292004,38.559744,
Serra,8,60,Abete Bianco,49,,612840,4268850,,,16.295135,38.560935,
Serra,8,61,Abete Bianco,48,,613217,4268898,,,16.299469,38.561320,
Serra,8,62,Abete Bianco,50,,612797,4268770,,,16.294629,38.560220,
Serra,8,63,Abete Bianco,47,,612787,4268736,,,16.294509,38.559915,
Serra,9,1,Abete Bianco,62,,613449,4268984,,,16.302145,38.562065,
Serra,9,2,Abete Bianco,57,,613493,4269028,,,16.302657,38.562456,
Serra,9,3,Abete Bianco,64,,613546,4269026,,,16.303265,38.562431,
Serra,9,4,Abete Rosso,50,,613550,4269073,,,16.303319,38.562854,
Serra,9,5,Abete Rosso,32,,613588,4269167,,,16.303770,38.563696,
Serra,9,6,Abete Bianco,52,,613471,4269103,,,16.302417,38.563134,
Serra,9,7,Abete Bianco,49,,613494,4269169,,,16.302692,38.563726,
Serra,9,8,Abete Bianco,60,,613535,4269186,,,16.303165,38.563874,
Serra,9,9,Abete Bianco,45,,613492,4269214,,,16.302676,38.564132,
Serra,9,10,Abete Bianco,66,,613444,4269179,,,16.302120,38.563823,
Serra,9,11,Pioppo Tremulo,55,,613411,4269202,,,16.301745,38.564034,
Serra,9,12,Pioppo Tremulo,48,,613384,4269202,,,16.301435,38.564038,
Serra,9,13,Faggio,37,,613489,4269248,,,16.302647,38.564439,
Serra,9,14,Faggio,40,,613529,4269232,,,16.303104,38.564289,
Serra,9,15,Faggio,43,,613317,4269145,,,16.300657,38.563533,
Serra,9,16,Abete Bianco,58,,613388,4269146,,,16.301472,38.563532,
Serra,9,17,Abete Bianco,43,,613354,4269112,,,16.301076,38.563231,
Serra,9,18,Abete Bianco,63,,613345,4269076,,,16.300967,38.562907,
Serra,9,19,Abete Bianco,62,,613449,4269053,,,16.302157,38.562687,
Serra,9,20,Abete Bianco,67,,613401,4269023,,,16.301601,38.562423,
Serra,9,21,Abete Bianco,57,,613361,4269020,,,16.301141,38.562401,
Serra,9,22,Abete Bianco,65,,613390,4268980,,,16.301468,38.562037,
Serra,9,23,Abete Bianco,39,,613318,4268986,,,16.300642,38.562100,
Serra,9,24,Abete Bianco,45,,613335,4268960,,,16.300833,38.561863,
Serra,9,25,Abete Bianco,55,,613287,4269003,,,16.300289,38.562257,
Serra,9,26,Abete Bianco,50,,613274,4269052,,,16.300148,38.562700,
Serra,9,27,Castagno,32,,613220,4268969,,,16.299515,38.561959,
Serra,9,28,Abete Bianco,49,,613269,4269136,,,16.300104,38.563458,
Serra,9,29,Abete Bianco,58,,613227,4269139,,,16.299623,38.563490,
Serra,9,30,Abete Bianco,58,,613186,4269100,,,16.299146,38.563144,
Serra,9,31,Abete Bianco,52,,613255,4269090,,,16.299936,38.563045,
Serra,9,32,Abete Bianco,57,,613176,4269073,,,16.299027,38.562902,
Serra,9,33,Abete Bianco,54,,0,0,,,10.511256,0.000000,Mancano dati
Serra,9,34,Abete Bianco,70,,613129,4268981,,,16.298473,38.562079,
Serra,9,35,Abete Bianco,48,,613138,4269007,,,16.298580,38.562312,
Serra,9,36,Abete Bianco,57,,613166,4269040,,,16.298907,38.562606,
Serra,9,37,Abete Bianco,40,,613164,4269012,,,16.298879,38.562354,
Serra,9,38,Abete Rosso,47,,613220,4269064,,,16.299530,38.562815,
Serra,9,39,Faggio,37,,613196,4268819,,,16.299215,38.560611,
Serra,9,40,Abete Bianco,62,,613199,4268766,,,16.299241,38.560133,
Serra,9,41,Abete Bianco,57,,613178,4268711,,,16.298991,38.559640,
Serra,9,42,Abete Bianco,58,,613134,4268706,,,16.298486,38.559601,
Serra,9,43,Abete Bianco,43,,613168,4268663,,,16.298869,38.559209,
Serra,9,44,Abete Rosso,34,,613128,4268630,,,16.298404,38.558917,
Serra,9,45,Douglas,58,,613105,4268575,,,16.298132,38.558424,
Serra,9,46,Abete Bianco,57,,613071,4268600,,,16.297745,38.558654,
Serra,9,47,Castagno,38,,613055,4268555,,,16.297555,38.558250,
Serra,9,48,Abete Bianco,58,,613009,4268570,,,16.297029,38.558391,
Serra,9,49,Abete Bianco,47,,612997,4268532,,,16.296885,38.558050,
Serra,9,50,Faggio,37,,612932,4268557,,,16.296144,38.558284,
Serra,9,51,Faggio,35,,612935,4268600,,,16.296185,38.558671,
Serra,9,52,Abete Bianco,50,,612988,4268622,,,16.296797,38.558862,
Serra,9,53,Castagno,26,,613055,4268741,,,16.297585,38.559926,
Serra,9,54,Abete Bianco,56,,613068,4268785,,,16.297741,38.560321,
Serra,9,55,Abete Bianco,38,,613149,4268849,,,16.298681,38.560887,
Serra,9,56,Abete Bianco,54,,613108,4268853,,,16.298211,38.560928,
Serra,9,57,Abete Bianco,57,,613106,4268894,,,16.298195,38.561298,
Serra,9,58,Abete Bianco,58,,613140,4268912,,,16.298588,38.561456,
Serra,9,59,Abete Bianco,34,,613139,4268878,,,16.298571,38.561150,
Serra,9,60,Abete Bianco,58,,613214,4268931,,,16.299440,38.561618,
Serra,9,61,Abete Bianco,52,,613217,4268898,,,16.299469,38.561320,
Serra,9,62,Abete Bianco,40,,613246,4268915,,,16.299805,38.561469,
Serra,9,63,Abete Bianco,36,,613282,4268924,,,16.300219,38.561546,
Serra,11,1,Abete Bianco,52,,613893,4268559,,,16.307171,38.558179,
Serra,11,2,Betulla Bianca,24,,613974,4268405,,,16.308075,38.556781,
Serra,11,3,Castagno,28,,613990,4268418,,,16.308261,38.556896,
Serra,11,4,Abete Bianco,45,,614004,4268501,,,16.308435,38.557642,
Serra,11,5,Castagno,32,,614004,4268526,,,16.308439,38.557868,
Serra,11,6,Abete Bianco,40,,614029,4268640,,,16.308745,38.558892,
Serra,11,7,Abete Bianco,69,,613706,4268591,,,16.305030,38.558491,
Serra,11,8,Douglas,60,,613655,4268607,,,16.304448,38.558642,
Serra,11,9,Douglas,60,,613550,4268638,,,16.303248,38.558935,
Serra,11,10,Abete Rosso,66,,613347,4268541,,,16.300903,38.558087,
Serra,11,11,Douglas,55,,613595,4268652,,,16.303767,38.559055,
Serra,11,12,Abete Bianco,48,,613648,4268663,,,16.304377,38.559148,
Serra,11,13,Faggio,37,,613725,4268678,,,16.305263,38.559273,
Serra,11,14,Castagno,36,,613804,4268703,,,16.306173,38.559488,
Serra,11,15,Castagno,39,,613844,4268712,,,16.306634,38.559564,
Serra,11,16,Douglas,55,,613847,4268684,,,16.306663,38.559311,
Serra,11,17,Abete Bianco,48,,613883,4268665,,,16.307073,38.559136,
Serra,11,18,Faggio,37,,613895,4268658,,,16.307210,38.559071,
Serra,11,19,Faggio,40,,613911,4268662,,,16.307394,38.559105,
Serra,11,20,Faggio,43,,613480,4268574,,,16.302434,38.558367,
Serra,11,21,Douglas,55,,614089,4268710,,,16.309445,38.559515,
Serra,11,22,Abete Bianco,48,,613623,4268763,,,16.304106,38.560052,
Serra,11,23,Faggio,44,,613570,4268800,,,16.303504,38.560392,
Serra,11,24,Abete Rosso,47,,613495,4268804,,,16.302644,38.560438,
Serra,11,25,Abete Bianco,45,,614145,4268822,,,16.310105,38.560516,
Serra,11,26,Douglas,52,,614181,4268902,,,16.310532,38.561233,
Serra,11,27,Abete Bianco,46,,614190,4268907,,,16.310636,38.561276,
Serra,11,28,Faggio,47,,614102,4268829,,,16.309613,38.560585,
Serra,11,29,Abete Bianco,50,,614154,4268838,,,16.310211,38.560659,
Serra,11,30,Abete Bianco,53,,614120,4268547,,,16.309774,38.558042,
Serra,11,31,Douglas,55,,614177,4268829,,,16.310474,38.560575,
Serra,11,32,Abete Bianco,48,,614108,4268924,,,16.309698,38.561440,
Serra,11,33,Faggio,37,,614127,4268935,,,16.309917,38.561537,
Serra,11,34,Abete Bianco,40,,614151,4268932,,,16.310192,38.561507,
Serra,11,35,Douglas,43,,614064,4268922,,,16.309192,38.561428,
Serra,11,36,Douglas,55,,614087,4268929,,,16.309457,38.561488,
Serra,11,37,Faggio,48,,614018,4268882,,,16.308658,38.561073,
Serra,11,38,Faggio,37,,614027,4268891,,,16.308763,38.561153,
Serra,11,39,Faggio,40,,614019,4268934,,,16.308678,38.561542,
Serra,11,40,Faggio,43,,614025,4268633,,,16.308698,38.558829,
Serra,11,41,Douglas,55,,614010,4268958,,,16.308579,38.561759,
Serra,11,42,Abete Bianco,48,,614004,4268971,,,16.308512,38.561877,
Serra,11,43,Faggio,37,,614090,4268985,,,16.309501,38.561992,
Serra,11,44,Castagno,40,,614028,4268088,,,16.308643,38.553918,
Serra,11,45,Castagno,43,,614013,4268083,,,16.308470,38.553875,
Serra,11,46,Faggio,37,,614014,4268098,,,16.308484,38.554010,
Serra,11,47,Pino Laricio,58,,614013,4268163,,,16.308483,38.554596,
Serra,11,48,Faggio,43,,614083,4268547,,,16.309349,38.558047,
